zeta,speed_g0.2,comp_g0.2,speed_g0.4,comp_g0.4,speed_g0.6,comp_g0.6,speed_g0.8,comp_g0.8,speed_g1.0,comp_g1.0
7.468230720406e-02,4.085771702360e-01,1.816081640140e-02,6.615016298770e-01,1.749990679149e-02,8.136219867009e-01,1.281064623509e-02,9.006647210374e-01,8.440245116221e-03,9.485617718092e-01,5.290553017333e-03
7.595204978346e-02,4.067942594454e-01,1.845109795601e-02,6.593997952832e-01,1.786093157208e-02,8.118376968676e-01,1.313204650176e-02,8.993699830345e-01,8.687793445859e-03,9.477104942190e-01,5.467070669247e-03
7.724338042405e-02,4.050081033870e-01,1.874550905487e-02,6.572868919400e-01,1.822891213989e-02,8.100376809500e-01,1.346118386676e-02,8.980591551126e-01,8.942423500358e-03,9.468455260767e-01,5.649391534095e-03
7.855666616431e-02,4.032187246035e-01,1.904409524235e-02,6.551628970098e-01,1.860396683608e-02,8.082218339999e-01,1.379823221558e-02,8.967320542291e-01,9.204329852115e-03,9.459666622993e-01,5.837701977768e-03
7.989228028309e-02,4.014261469859e-01,1.934690224543e-02,6.530277883050e-01,1.898621549969e-02,8.063900442688e-01,1.414336874575e-02,8.953885025097e-01,9.473712127454e-03,9.450736923215e-01,6.032194105760e-03
8.125060240567e-02,3.996304012410e-01,1.965397623500e-02,6.508815527304e-01,1.937577971912e-02,8.045422119178e-01,1.449677433595e-02,8.940283257846e-01,9.750775112398e-03,9.441664049578e-01,6.233065958391e-03
8.263201861171e-02,3.978315112988e-01,1.996536316348e-02,6.487241684670e-01,1.977278231823e-02,8.026782276443e-01,1.485863322686e-02,8.926513379475e-01,1.003572869875e-02,9.432445850667e-01,6.440521660542e-03
8.403692154496e-02,3.960295035944e-01,2.028110919167e-02,6.465556166011e-01,2.017734768487e-02,8.007979841974e-01,1.522913326470e-02,8.912573567845e-01,1.032878816485e-02,9.423080159549e-01,6.654771611719e-03
8.546571052487e-02,3.942244041289e-01,2.060126053253e-02,6.443758804535e-01,2.058960175489e-02,7.989013747982e-01,1.560846592250e-02,8.898461941181e-01,1.063017418343e-02,9.413564769164e-01,6.876032648260e-03
8.691879166008e-02,3.924162437960e-01,2.092586371702e-02,6.421849457544e-01,2.100967202032e-02,7.969882961653e-01,1.599682640885e-02,8.884176709220e-01,1.094011311763e-02,9.403897451030e-01,7.104528239088e-03
8.839657796386e-02,3.906050473431e-01,2.125496500344e-02,6.399827945843e-01,2.143768732895e-02,7.950586361006e-01,1.639441346777e-02,8.869715972697e-01,1.125883690592e-02,9.394075959969e-01,7.340488677757e-03
8.989948947149e-02,3.887908482051e-01,2.158861115073e-02,6.377694148542e-01,2.187377818702e-02,7.931122971711e-01,1.680142990154e-02,8.855077856286e-01,1.158658333964e-02,9.384097999383e-01,7.584151247969e-03
9.142795335968e-02,3.869736741477e-01,2.192684863602e-02,6.355447936829e-01,2.231807654072e-02,7.911491699163e-01,1.721808207463e-02,8.840260484039e-01,1.192359616009e-02,9.373961263167e-01,7.835760452111e-03
9.298240406795e-02,3.851535511962e-01,2.226972383190e-02,6.333089131747e-01,2.277071561090e-02,7.891691441823e-01,1.764458017727e-02,8.825261891929e-01,1.227012506436e-02,9.363663419599e-01,8.095568201159e-03
9.456328342211e-02,3.833305183971e-01,2.261728384815e-02,6.310617694065e-01,2.323183055870e-02,7.871721261540e-01,1.808113865770e-02,8.810080245283e-01,1.262642612714e-02,9.353202091141e-01,8.363834003024e-03
9.617104075988e-02,3.815045984345e-01,2.296957482088e-02,6.288033443029e-01,2.370155747258e-02,7.851580000828e-01,1.852797541260e-02,8.794713540915e-01,1.299276151898e-02,9.342574885110e-01,8.640825199031e-03
9.780613305857e-02,3.796758298972e-01,2.332664377657e-02,6.265336360242e-01,2.418003446421e-02,7.831266688611e-01,1.898531274393e-02,8.779159927693e-01,1.336940008914e-02,9.331779386301e-01,8.926817174385e-03
9.946902506499e-02,3.778442411614e-01,2.368853707192e-02,6.242526302304e-01,2.466740059014e-02,7.810780260367e-01,1.945337676293e-02,8.763417390273e-01,1.375661703707e-02,9.320813132560e-01,9.222093555382e-03
1.011601894275e-01,3.760098705212e-01,2.405530159689e-02,6.219603250203e-01,2.516379678583e-02,7.790119737565e-01,1.993239785873e-02,8.747484012548e-01,1.415469443495e-02,9.309673650655e-01,9.526946468375e-03
1.028801068305e-01,3.741727446364e-01,2.442698340987e-02,6.196567062289e-01,2.566936488189e-02,7.769283992625e-01,2.042261014897e-02,8.731357772286e-01,1.456392104492e-02,9.298358430092e-01,9.841676745233e-03
1.046292661309e-01,3.723329042111e-01,2.480362934964e-02,6.173417759732e-01,2.618424873465e-02,7.748272099233e-01,2.092425241096e-02,8.715036720604e-01,1.498459273826e-02,9.286864933972e-01,1.016659416897e-02
1.064081644969e-01,3.704903809751e-01,2.518528554137e-02,6.150155283535e-01,2.670859322899e-02,7.727082995285e-01,2.143756725514e-02,8.698518888977e-01,1.541701248756e-02,9.275190603420e-01,1.050201771939e-02
1.082173075499e-01,3.686452124258e-01,2.557199833486e-02,6.126779594387e-01,2.724254465826e-02,7.705715688049e-01,2.196280169506e-02,8.681802247731e-01,1.586149042542e-02,9.263332832435e-01,1.084827579028e-02
1.100572095075e-01,3.667974338477e-01,2.596381375534e-02,6.103290666330e-01,2.778625067937e-02,7.684169163796e-01,2.250020694204e-02,8.664884789575e-01,1.631834412532e-02,9.251289004753e-01,1.120570648076e-02
1.119283933302e-01,3.649470837661e-01,2.636077785683e-02,6.079688533598e-01,2.833986051014e-02,7.662442441486e-01,2.305003859012e-02,8.647764520177e-01,1.678789873051e-02,9.239056472173e-01,1.157465782735e-02
1.138313908697e-01,3.630942000664e-01,2.676293643394e-02,6.055973180027e-01,2.890352440491e-02,7.640534534214e-01,2.361255653980e-02,8.630439395483e-01,1.727048697458e-02,9.226632551779e-01,1.195548806035e-02
1.157667430203e-01,3.612388166783e-01,2.717033474173e-02,6.032144609782e-01,2.947739394056e-02,7.618444428653e-01,2.418802495839e-02,8.612907367096e-01,1.776644940277e-02,9.214014534731e-01,1.234856588003e-02
1.177349998725e-01,3.593809774912e-01,2.758301850617e-02,6.008202871795e-01,3.006162211601e-02,7.596171181524e-01,2.477671260888e-02,8.595166396684e-01,1.827613454418e-02,9.201199687669e-01,1.275427073006e-02
1.197367208693e-01,3.575207220231e-01,2.800103285055e-02,5.984148023697e-01,3.065636315769e-02,7.573713835382e-01,2.537889262162e-02,8.577214463261e-01,1.879989907431e-02,9.188185242422e-01,1.317299305967e-02
1.217724749655e-01,3.556580895025e-01,2.842442255963e-02,5.959980138640e-01,3.126177252271e-02,7.551071427073e-01,2.599484253879e-02,8.559049487007e-01,1.933810779279e-02,9.174968404876e-01,1.360513461641e-02
1.238428407891e-01,3.537931201252e-01,2.885323215029e-02,5.935699243761e-01,3.187800653784e-02,7.528242993393e-01,2.662484435041e-02,8.540669401610e-01,1.989113391601e-02,9.161546355303e-01,1.405110873343e-02
1.259484068059e-01,3.519258580296e-01,2.928750609661e-02,5.911305469352e-01,3.250522314770e-02,7.505227633818e-01,2.726918473797e-02,8.522072155465e-01,2.045935922831e-02,9.147916243768e-01,1.451134061415e-02
1.280897714867e-01,3.500563453027e-01,2.972728832314e-02,5.886798901558e-01,3.314358110631e-02,7.482024412001e-01,2.792815475049e-02,8.503255656430e-01,2.104317409442e-02,9.134075194402e-01,1.498626763505e-02
1.302675434776e-01,3.481846242434e-01,3.017262235229e-02,5.862179655048e-01,3.379324031977e-02,7.458632400276e-01,2.860204996798e-02,8.484217819075e-01,2.164297770835e-02,9.120020297280e-01,1.547633963366e-02
1.324823417727e-01,3.463107402712e-01,3.062355153071e-02,5.837447890298e-01,3.445436191690e-02,7.435050718400e-01,2.929117066524e-02,8.464956570211e-01,2.225917825301e-02,9.105748623430e-01,1.598201923939e-02
1.347347958902e-01,3.444347362596e-01,3.108011851250e-02,5.812603711191e-01,3.512710760939e-02,7.411278454813e-01,2.999582152195e-02,8.445469808100e-01,2.289219293657e-02,9.091257207061e-01,1.650378215469e-02
1.370255460514e-01,3.425566591056e-01,3.154236580702e-02,5.787647309993e-01,3.581164049314e-02,7.387314746996e-01,3.071631194024e-02,8.425755436733e-01,2.354244821764e-02,9.076543061485e-01,1.704211749793e-02
1.393552433626e-01,3.406765545610e-01,3.201033529543e-02,5.762578854294e-01,3.650812433702e-02,7.363158721986e-01,3.145295581424e-02,8.405811373229e-01,2.421037996868e-02,9.061603176797e-01,1.759752812122e-02
1.417245500001e-01,3.387944716061e-01,3.248406860380e-02,5.737398564803e-01,3.721672400822e-02,7.338809558126e-01,3.220607178792e-02,8.385635524704e-01,2.489643355147e-02,9.046434506339e-01,1.817053090942e-02
1.441341393984e-01,3.369104544469e-01,3.296360631493e-02,5.712106612428e-01,3.793760476475e-02,7.314266370978e-01,3.297598275968e-02,8.365225743764e-01,2.560106381347e-02,9.031033978789e-01,1.876165713128e-02
1.465846964418e-01,3.350245531856e-01,3.344898894928e-02,5.686703239333e-01,3.867093297242e-02,7.289528366618e-01,3.376301653870e-02,8.344579952195e-01,2.632473558726e-02,9.015398503994e-01,1.937145278615e-02
1.490769176590e-01,3.331368194082e-01,3.394025653581e-02,5.661188715036e-01,3.941687578454e-02,7.264594759342e-01,3.456750548861e-02,8.323696050202e-01,2.706792356022e-02,8.999524959254e-01,2.000047891373e-02
1.516115114208e-01,3.312473006155e-01,3.443744800998e-02,5.635563286421e-01,4.017560073467e-02,7.239464724859e-01,3.538978627980e-02,8.302571943978e-01,2.783111248690e-02,8.983410200283e-01,2.064931195854e-02
1.541891981419e-01,3.293560476982e-01,3.494060192419e-02,5.609827227311e-01,4.094727600261e-02,7.214137497640e-01,3.623020032299e-02,8.281205499843e-01,2.861479716084e-02,8.967051054653e-01,2.131854410106e-02
1.568107104852e-01,3.274631147789e-01,3.544975642550e-02,5.583980850046e-01,4.173207044274e-02,7.188612339441e-01,3.708909361061e-02,8.259594633776e-01,2.941948283655e-02,8.950444325769e-01,2.200878361522e-02
1.594767935705e-01,3.255685513224e-01,3.596494837798e-02,5.558024448144e-01,4.253015309492e-02,7.162888491736e-01,3.796681644317e-02,8.237737225526e-01,3.024568506091e-02,8.933586792555e-01,2.272065521984e-02
1.621882051860e-01,3.236724130335e-01,3.648621449702e-02,5.531958385588e-01,4.334169377915e-02,7.136965255746e-01,3.886372380447e-02,8.215631202921e-01,3.109393008884e-02,8.916475215768e-01,2.345480045027e-02
1.649457160036e-01,3.217747514654e-01,3.701359018096e-02,5.505783001738e-01,4.416686230587e-02,7.110841894887e-01,3.978017480685e-02,8.193274449298e-01,3.196475466182e-02,8.899106324794e-01,2.421187798276e-02
1.677501097983e-01,3.198756247653e-01,3.754711068028e-02,5.479498680741e-01,4.500582892793e-02,7.084517774572e-01,4.071653340765e-02,8.170664885736e-01,3.285870642031e-02,8.881476827510e-01,2.499256401886e-02
1.706021836708e-01,3.179750864727e-01,3.808680978843e-02,5.453105806304e-01,4.585876390389e-02,7.057992203201e-01,4.167316748349e-02,8.147800415535e-01,3.377634379871e-02,8.863583422084e-01,2.579755268252e-02
1.735027482738e-01,3.160731916181e-01,3.863272048616e-02,5.426604771853e-01,4.672583748178e-02,7.031264529436e-01,4.265044930390e-02,8.124678939076e-01,3.471823617483e-02,8.845422761739e-01,2.662755628426e-02
1.764526280428e-01,3.141700006614e-01,3.918487540317e-02,5.399996053183e-01,4.760722044134e-02,7.004334165134e-01,4.364875562670e-02,8.101298427734e-01,3.568496428405e-02,8.826991500512e-01,2.748330581726e-02
1.794526614304e-01,3.122655713008e-01,3.974330579601e-02,5.373280089363e-01,4.850308299265e-02,6.977200509487e-01,4.466846717864e-02,8.077656790696e-01,3.667711974640e-02,8.808286262090e-01,2.836555123445e-02
1.825037011442e-01,3.103599617189e-01,4.030804188633e-02,5.346457337871e-01,4.941359513179e-02,6.949862987099e-01,4.570996880129e-02,8.053751963032e-01,3.769530551452e-02,8.789303655743e-01,2.927506186299e-02
1.856066143899e-01,3.084532320597e-01,4.087911301298e-02,5.319528312879e-01,5.033892690195e-02,6.922321046739e-01,4.677364936223e-02,8.029581906802e-01,3.874013596651e-02,8.770040263497e-01,3.021262672974e-02
1.887622831170e-01,3.065454430301e-01,4.145654741824e-02,5.292493536370e-01,5.127924785741e-02,6.894574163400e-01,4.785990168018e-02,8.005144586371e-01,3.981223686461e-02,8.750492657762e-01,3.117905498530e-02
1.919716042699e-01,3.046366559398e-01,4.204037220962e-02,5.265353538268e-01,5.223472694496e-02,6.866621847291e-01,4.896912249364e-02,7.980437972015e-01,4.091224542901e-02,8.730657392810e-01,3.217517624261e-02
1.952354900429e-01,3.027269332826e-01,4.263061339758e-02,5.238108877353e-01,5.320553259106e-02,6.838463609962e-01,5.010171211753e-02,7.955460037272e-01,4.204081037238e-02,8.710531004457e-01,3.320184093866e-02
1.985548681392e-01,3.008163383223e-01,4.322729579958e-02,5.210760144131e-01,5.419183262661e-02,6.810099023039e-01,5.125807474823e-02,7.930208799855e-01,4.319859215912e-02,8.690110017234e-01,3.425992072243e-02
2.019306820349e-01,2.989049354385e-01,4.383044304768e-02,5.183307954200e-01,5.519379411086e-02,6.781527664337e-01,5.243861795899e-02,7.904682264493e-01,4.438626274402e-02,8.669390932651e-01,3.535030876789e-02
2.053638912469e-01,2.969927913803e-01,4.444007773771e-02,5.155752940455e-01,5.621158312900e-02,6.752749165056e-01,5.364375292316e-02,7.878878477655e-01,4.560450589070e-02,8.648370251688e-01,3.647392021734e-02
2.088554716058e-01,2.950799689791e-01,4.505622044949e-02,5.128095740159e-01,5.724536451603e-02,6.723763134133e-01,5.487389368476e-02,7.852795462877e-01,4.685401682234e-02,8.627044453209e-01,3.763169244618e-02
2.124064155330e-01,2.931665369807e-01,4.567889116178e-02,5.100337053890e-01,5.829530237634e-02,6.694569268578e-01,5.612945787904e-02,7.826431304168e-01,4.813550270172e-02,8.605410009073e-01,3.882458546876e-02
2.160177323233e-01,2.912525630852e-01,4.630810818008e-02,5.072477579578e-01,5.936155923155e-02,6.665167265383e-01,5.741086588025e-02,7.799784086646e-01,4.944968228436e-02,8.583463381251e-01,4.005358226655e-02
2.196904484311e-01,2.893381151626e-01,4.694388825943e-02,5.044518043981e-01,6.044429622446e-02,6.635556855991e-01,5.871854090401e-02,7.772851910410e-01,5.079728597064e-02,8.561201026554e-01,4.131968914259e-02
2.234256077627e-01,2.874232627922e-01,4.758624680269e-02,5.016459202149e-01,6.154367297676e-02,6.605737809032e-01,6.005290885674e-02,7.745632901311e-01,5.217905583748e-02,8.538619389101e-01,4.262393601047e-02
2.272242719728e-01,2.855080771414e-01,4.823519780813e-02,4.988301835483e-01,6.265984742386e-02,6.575709936609e-01,6.141439821098e-02,7.718125216618e-01,5.359574563200e-02,8.515714910161e-01,4.396737675553e-02
2.310875207662e-01,2.835926284359e-01,4.889075339971e-02,4.960046749349e-01,6.379297563572e-02,6.545473064435e-01,6.280343953158e-02,7.690327030842e-01,5.504812061447e-02,8.492484025988e-01,4.535108953058e-02
2.350164522049e-01,2.816769899332e-01,4.955292444824e-02,4.931694779460e-01,6.494321174411e-02,6.515027076430e-01,6.422046567754e-02,7.662236552423e-01,5.653695759378e-02,8.468923170155e-01,4.677617706199e-02
2.390121830198e-01,2.797612327540e-01,5.022171963456e-02,4.903246767403e-01,6.611070746045e-02,6.484371867562e-01,6.566591113135e-02,7.633851996705e-01,5.806304463435e-02,8.445028775263e-01,4.824376694106e-02
2.430758489286e-01,2.778454329710e-01,5.089714664628e-02,4.874703628291e-01,6.729561281362e-02,6.453507400524e-01,6.714021231950e-02,7.605171637960e-01,5.962718132651e-02,8.420797273142e-01,4.975501189342e-02
2.472086049583e-01,2.759296643062e-01,5.157921083995e-02,4.846066252830e-01,6.849807467357e-02,6.422433651208e-01,6.864380682454e-02,7.576193758735e-01,6.123017828026e-02,8.396225101560e-01,5.131109007197e-02
2.514116257735e-01,2.740140030763e-01,5.226791607602e-02,4.817335591458e-01,6.971823771177e-02,6.391150651232e-01,7.017713355628e-02,7.546916687305e-01,6.287285725944e-02,8.371308694576e-01,5.291320523673e-02
2.556861060106e-01,2.720985257685e-01,5.296326423132e-02,4.788512608539e-01,7.095624359929e-02,6.359658463482e-01,7.174063222656e-02,7.517338773864e-01,6.455605082292e-02,8.346044497174e-01,5.456258706177e-02
2.600332606167e-01,2.701833097143e-01,5.366525527042e-02,4.759598306137e-01,7.221223116181e-02,6.327957191947e-01,7.333474316293e-02,7.487458403330e-01,6.628060223045e-02,8.320428959330e-01,5.626049130066e-02
2.644543251958e-01,2.682684338921e-01,5.437388735853e-02,4.730593709210e-01,7.348633597994e-02,6.296046996208e-01,7.495990717979e-02,7.457274016625e-01,6.804736542098e-02,8.294458541660e-01,5.800820000229e-02
2.689505563593e-01,2.663539772281e-01,5.508915647652e-02,4.701499874676e-01,7.477869033214e-02,6.263928058348e-01,7.661656487993e-02,7.426784073132e-01,6.985720444810e-02,8.268129717294e-01,5.980702168237e-02
2.735232320832e-01,2.644400202644e-01,5.581105670433e-02,4.672317886436e-01,7.608942292327e-02,6.231600624111e-01,7.830515680785e-02,7.395987086806e-01,7.171099353990e-02,8.241438967967e-01,6.165829142802e-02
2.781736520720e-01,2.625266441907e-01,5.653957997834e-02,4.643048854470e-01,7.741865866462e-02,6.199064970017e-01,8.002612271253e-02,7.364881593047e-01,7.360961650118e-02,8.214382794487e-01,6.356337107877e-02
2.829031381274e-01,2.606139314164e-01,5.727471616262e-02,4.613693931888e-01,7.876651875236e-02,6.166321437959e-01,8.177990162064e-02,7.333466200276e-01,7.555396689965e-02,8.186957715554e-01,6.552364929974e-02
2.877130345242e-01,2.587019643510e-01,5.801645273318e-02,4.584254284441e-01,8.013311995075e-02,6.133370387297e-01,8.356693084132e-02,7.301739531216e-01,7.754494714570e-02,8.159160267592e-01,6.754054162856e-02
2.926047083926e-01,2.567908272696e-01,5.876477513544e-02,4.554731122546e-01,8.151857491429e-02,6.100212257520e-01,8.538764639576e-02,7.269700283927e-01,7.958346874020e-02,8.130987009131e-01,6.961549052561e-02
2.975795501066e-01,2.548806056957e-01,5.951966661280e-02,4.525125695876e-01,8.292299189773e-02,6.066847527789e-01,8.724248208482e-02,7.237347192541e-01,8.167045147611e-02,8.102434525334e-01,7.174996539524e-02
3.026389736793e-01,2.529713843128e-01,6.028110766856e-02,4.495439257614e-01,8.434647387952e-02,6.033276711852e-01,8.913186896928e-02,7.204679038733e-01,8.380682311790e-02,8.073499427689e-01,7.394546253056e-02
3.077844171645e-01,2.510632499857e-01,6.104907670994e-02,4.465673111303e-01,8.578911917149e-02,5.999500394880e-01,9.105623545296e-02,7.171694663285e-01,8.599351906851e-02,8.044178358715e-01,7.620350506258e-02
3.130173430660e-01,2.491562904691e-01,6.182354970980e-02,4.435828593103e-01,8.725102087727e-02,5.965519206789e-01,9.301600644433e-02,7.138392970550e-01,8.823148193614e-02,8.014467990488e-01,7.852564281207e-02
3.183392387527e-01,2.472505944551e-01,6.260450017014e-02,4.405907071086e-01,8.873226664137e-02,5.931333839762e-01,9.501160314084e-02,7.104772906944e-01,9.052166074199e-02,7.984365033262e-01,8.091345219258e-02
3.237516168817e-01,2.453462511156e-01,6.339189895705e-02,4.375909938184e-01,9.023293825999e-02,5.896945029403e-01,9.704344223816e-02,7.070833485991e-01,9.286501064956e-02,7.953866234075e-01,8.336853597442e-02
3.292560158283e-01,2.434433504313e-01,6.418571432905e-02,4.345838628448e-01,9.175311175790e-02,5.862353571417e-01,9.911193566946e-02,7.036573784154e-01,9.526249231435e-02,7.922968382939e-01,8.589252307378e-02
3.348540001230e-01,2.415419836690e-01,6.498591201568e-02,4.315694604847e-01,9.329285689251e-02,5.827560325120e-01,1.012174901380e-01,7.001992941606e-01,9.771507124941e-02,7.891668311070e-01,8.848706820846e-02
3.405471608964e-01,2.396422428121e-01,6.579245502499e-02,4.285479372214e-01,9.485223717309e-02,5.792566202192e-01,1.033605063748e-01,6.967090159897e-01,1.002237171031e-01,7.859962899024e-01,9.115385160374e-02
3.463371163312e-01,2.377442207963e-01,6.660530365874e-02,4.255194459411e-01,9.643130921747e-02,5.757372176319e-01,1.055413787252e-01,6.931864712368e-01,1.027894030723e-01,7.827849077111e-01,9.389457855979e-02
3.522255121226e-01,2.358480112680e-01,6.742441539972e-02,4.224841429536e-01,9.803012269809e-02,5.721979276372e-01,1.077604944293e-01,6.896315942711e-01,1.054131051132e-01,7.795323828483e-01,9.671097898575e-02
3.582140219456e-01,2.339537085301e-01,6.824974484607e-02,4.194421886269e-01,9.964872022346e-02,5.686388600985e-01,1.100182332729e-01,6.860443271303e-01,1.080958012203e-01,7.762384197280e-01,9.960480693462e-02
3.643043479308e-01,2.320614082826e-01,6.908124388115e-02,4.163937468261e-01,1.012871369455e-01,5.650601313079e-01,1.123149668607e-01,6.824246185495e-01,1.108384704112e-01,7.729027283080e-01,1.025778399020e-01
3.704982211485e-01,2.301712073460e-01,6.991886156179e-02,4.133389846907e-01,1.029454002284e-01,5.614618632518e-01,1.146510578113e-01,6.787724259888e-01,1.136420921306e-01,7.695250253998e-01,1.056318782871e-01
3.767974021004e-01,2.282832015318e-01,7.076254342415e-02,4.102780720084e-01,1.046235292016e-01,5.578441850870e-01,1.170268593664e-01,6.750877133181e-01,1.165076449093e-01,7.661050342704e-01,1.087687445631e-01
3.832036812202e-01,2.263974901522e-01,7.161223281027e-02,4.072111845043e-01,1.063215353082e-01,5.542072317725e-01,1.194427144113e-01,6.713704552118e-01,1.194361060884e-01,7.626424855640e-01,1.119902825431e-01
3.897188793821e-01,2.245141709552e-01,7.246786927683e-02,4.041384992173e-01,1.080394208543e-01,5.505511458092e-01,1.218989551121e-01,6.676206323782e-01,1.224284499423e-01,7.591371174971e-01,1.152983564705e-01
3.963448484191e-01,2.226333440555e-01,7.332938977321e-02,4.010601971738e-01,1.097771793802e-01,5.468760763533e-01,1.243959019897e-01,6.638382354198e-01,1.254856472176e-01,7.555886761652e-01,1.186948500364e-01
4.030834716487e-01,2.207551099727e-01,7.419672799403e-02,3.979764641267e-01,1.115347955857e-01,5.431821800181e-01,1.269338633329e-01,6.600232642284e-01,1.286086638655e-01,7.519969159673e-01,1.221816653253e-01
4.099366644084e-01,2.188795697796e-01,7.506981437991e-02,3.948874884661e-01,1.133122444702e-01,5.394696196093e-01,1.295131341181e-01,6.561757272509e-01,1.317984596657e-01,7.483616000480e-01,1.257607216718e-01
4.169063746000e-01,2.170068245123e-01,7.594857586638e-02,3.917934616884e-01,1.151094911384e-01,5.357385646696e-01,1.321339953012e-01,6.522956421247e-01,1.350559870389e-01,7.446825009835e-01,1.294339544629e-01
4.239945832437e-01,2.151369782559e-01,7.683293692186e-02,3.886945813057e-01,1.169264913542e-01,5.319891948814e-01,1.347967138268e-01,6.483830375469e-01,1.383821900761e-01,7.409594006945e-01,1.332033137112e-01
4.312033050405e-01,2.132701343827e-01,7.772281822547e-02,3.855910466177e-01,1.187631900180e-01,5.282216946308e-01,1.375015404494e-01,6.444379514407e-01,1.417780027551e-01,7.371920915488e-01,1.370707627247e-01
4.385345889454e-01,2.114063960141e-01,7.861813675429e-02,3.824830602888e-01,1.206195212906e-01,5.244362563406e-01,1.402487096496e-01,6.404604318029e-01,1.452443476213e-01,7.333803757252e-01,1.410382763585e-01
4.459905187495e-01,2.095458691621e-01,7.951880690783e-02,3.793708301198e-01,1.224954088455e-01,5.206330807076e-01,1.430384388109e-01,6.364505381356e-01,1.487821345627e-01,7.295240672275e-01,1.451078396362e-01
4.535732136724e-01,2.076886588788e-01,8.042473907076e-02,3.762545667319e-01,1.243907648482e-01,5.168123760284e-01,1.458709271245e-01,6.324083394260e-01,1.523922587386e-01,7.256229909805e-01,1.492814457165e-01
4.612848289644e-01,2.058348724520e-01,8.133584078483e-02,3.731344850974e-01,1.263054901308e-01,5.129743590267e-01,1.487463548734e-01,6.283339173153e-01,1.560755996303e-01,7.216769841230e-01,1.535610941471e-01
4.691275565192e-01,2.039846158347e-01,8.225201534606e-02,3.700108029396e-01,1.282394733519e-01,5.091192525306e-01,1.516648817904e-01,6.242273631858e-01,1.598330185963e-01,7.176858959699e-01,1.579487887335e-01
4.771036254970e-01,2.021379975039e-01,8.317316328843e-02,3.668837430033e-01,1.301925914525e-01,5.052472895568e-01,1.546266472387e-01,6.200887819677e-01,1.636653579861e-01,7.136495889699e-01,1.624465354799e-01
4.852153029580e-01,2.002951257990e-01,8.409918132274e-02,3.637535313343e-01,1.321647087737e-01,5.013587105666e-01,1.576317684173e-01,6.159182887080e-01,1.675734383800e-01,7.095679387806e-01,1.670563402058e-01
4.934648945066e-01,1.984561094880e-01,8.502996252903e-02,3.606203970794e-01,1.341556766547e-01,4.974537638413e-01,1.606803394146e-01,6.117160117925e-01,1.715580574449e-01,7.054408353631e-01,1.717802062500e-01
5.018547449471e-01,1.966210585492e-01,8.596539667408e-02,3.574845742127e-01,1.361653337537e-01,4.935327069641e-01,1.637724306196e-01,6.074820920975e-01,1.756199876853e-01,7.012681827876e-01,1.766201317333e-01
5.103872389499e-01,1.947900831002e-01,8.690536974691e-02,3.543462996425e-01,1.381935050505e-01,4.895958046137e-01,1.669080869300e-01,6.032166827447e-01,1.797599742450e-01,6.970499004031e-01,1.815781069892e-01
5.190648017293e-01,1.929632941063e-01,8.784976425148e-02,3.512058146070e-01,1.402400020625e-01,4.856433317370e-01,1.700873276987e-01,5.989199499836e-01,1.839787329511e-01,6.927859228600e-01,1.866561115641e-01
5.278898997331e-01,1.911408028394e-01,8.879845896014e-02,3.480633636702e-01,1.423046221587e-01,4.816755712826e-01,1.733101448758e-01,5.945920738499e-01,1.882769482441e-01,6.884762011011e-01,1.918561113009e-01
5.368650413432e-01,1.893227214104e-01,8.975132915021e-02,3.449191952623e-01,1.443871484670e-01,4.776928144931e-01,1.765765019457e-01,5.902332474827e-01,1.926552706153e-01,6.841207024941e-01,1.971800550341e-01
5.459927775889e-01,1.875091622249e-01,9.070824635397e-02,3.417735624269e-01,1.464873499046e-01,4.736953615726e-01,1.798863329984e-01,5.858436783946e-01,1.971143145686e-01,6.797194118668e-01,2.026298713629e-01
5.552757028721e-01,1.857002384112e-01,9.166907856127e-02,3.386267208323e-01,1.486049800592e-01,4.696835225833e-01,1.832395419069e-01,5.814235881072e-01,2.016546559977e-01,6.752723318314e-01,2.082074650599e-01
5.647164557042e-01,1.838960628894e-01,9.263368976740e-02,3.354789297103e-01,1.507397772685e-01,4.656576155793e-01,1.866360004345e-01,5.769732119566e-01,2.062768295054e-01,6.707794830594e-01,2.139147132719e-01
5.743177194565e-01,1.820967505848e-01,9.360194108465e-02,3.323304534629e-01,1.528914650698e-01,4.616179686429e-01,1.900755478088e-01,5.724928015218e-01,2.109813265810e-01,6.662409054338e-01,2.197534618105e-01
5.840822231227e-01,1.803024148183e-01,9.457368894237e-02,3.291815587500e-01,1.550597506328e-01,4.575649177675e-01,1.935579886530e-01,5.679826213948e-01,2.157685916917e-01,6.616566582602e-01,2.257255209735e-01
5.940127420948e-01,1.785131707152e-01,9.554878682052e-02,3.260325162847e-01,1.572443252802e-01,4.534988093398e-01,1.970830927547e-01,5.634429532118e-01,2.206390209018e-01,6.570268209140e-01,2.318326613055e-01
6.041120989516e-01,1.767291336550e-01,9.652708449768e-02,3.228836014787e-01,1.594448645668e-01,4.494199991701e-01,2.006505934475e-01,5.588740930972e-01,2.255929580151e-01,6.523514935546e-01,2.380766091957e-01
6.143831642612e-01,1.749504189724e-01,9.750842790232e-02,3.197350921121e-01,1.616610269116e-01,4.453288519100e-01,2.042601860898e-01,5.542763536519e-01,2.306306923303e-01,6.476307976755e-01,2.444590422250e-01
