ft,spinup_g0.2_re,spinup_g0.2_im,spinup_g0.5_re,spinup_g0.5_im,spinup_g0.8_re,spinup_g0.8_im,spinup_g1.0_re,spinup_g1.0_im
1.112181943364e+00,1.053825460949e+00,1.150969856442e-01,1.069318967023e+00,2.744194517535e-01,1.049098359092e+00,3.954994498576e-01,1.028607711309e+00,4.577113278703e-01
1.122480226025e+00,1.054931656529e+00,1.138236464871e-01,1.072278086322e+00,2.724221437041e-01,1.053536299339e+00,3.935218711013e-01,1.033804330469e+00,4.559201489976e-01
1.132873865950e+00,1.056026299463e+00,1.125369561604e-01,1.075225424643e+00,2.703880888182e-01,1.057971674156e+00,3.914901789682e-01,1.039006056823e+00,4.540667817447e-01
1.143363746101e+00,1.057109109730e+00,1.112369108248e-01,1.078160366627e+00,2.683170170893e-01,1.062403711148e+00,3.894037563074e-01,1.044212083758e+00,4.521503903898e-01
1.153950757617e+00,1.058179803145e+00,1.099235108958e-01,1.081082283273e+00,2.662086639645e-01,1.066831615916e+00,3.872619883353e-01,1.049421578349e+00,4.501701384746e-01
1.164635799890e+00,1.059238091342e+00,1.085967612002e-01,1.083990531750e+00,2.640627706980e-01,1.071254571653e+00,3.850642630834e-01,1.054633680804e+00,4.481251892699e-01
1.175419780638e+00,1.060283681777e+00,1.072566711360e-01,1.086884455232e+00,2.618790847169e-01,1.075671738735e+00,3.828099718648e-01,1.059847503904e+00,4.460147062636e-01
1.186303615985e+00,1.061316277724e+00,1.059032548354e-01,1.089763382723e+00,2.596573599992e-01,1.080082254314e+00,3.804985097603e-01,1.065062132437e+00,4.438378536710e-01
1.197288230538e+00,1.062335578276e+00,1.045365313330e-01,1.092626628892e+00,2.573973574639e-01,1.084485231910e+00,3.781292761248e-01,1.070276622629e+00,4.415937969702e-01
1.208374557464e+00,1.063341278352e+00,1.031565247366e-01,1.095473493910e+00,2.550988453745e-01,1.088879760999e+00,3.757016751142e-01,1.075490001578e+00,4.392817034618e-01
1.219563538573e+00,1.064333068703e+00,1.017632644028e-01,1.098303263289e+00,2.527615997552e-01,1.093264906613e+00,3.732151162336e-01,1.080701266675e+00,4.369007428544e-01
1.230856124394e+00,1.065310635927e+00,1.003567851159e-01,1.101115207729e+00,2.503854048200e-01,1.097639708925e+00,3.706690149076e-01,1.085909385030e+00,4.344500878763e-01
1.242253274259e+00,1.066273662484e+00,9.893712727180e-02,1.103908582966e+00,2.479700534162e-01,1.102003182851e+00,3.680627930725e-01,1.091113292895e+00,4.319289149140e-01
1.253755956381e+00,1.067221826717e+00,9.750433706468e-02,1.106682629634e+00,2.455153474812e-01,1.106354317645e+00,3.653958797922e-01,1.096311895083e+00,4.293364046799e-01
1.265365147939e+00,1.068154802875e+00,9.605846667865e-02,1.109436573118e+00,2.430210985135e-01,1.110692076498e+00,3.626677118975e-01,1.101504064390e+00,4.266717429075e-01
1.277081835160e+00,1.069072261143e+00,9.459957448307e-02,1.112169623428e+00,2.404871280584e-01,1.115015396146e+00,3.598777346496e-01,1.106688641013e+00,4.239341210769e-01
1.288907013405e+00,1.069973867677e+00,9.312772523198e-02,1.114880975074e+00,2.379132682079e-01,1.119323186470e+00,3.570254024285e-01,1.111864431975e+00,4.211227371711e-01
1.300841687249e+00,1.070859284641e+00,9.164299026771e-02,1.117569806945e+00,2.352993621157e-01,1.123614330118e+00,3.541101794471e-01,1.117030210544e+00,4.182367964627e-01
1.312886870569e+00,1.071728170249e+00,9.014544772847e-02,1.120235282201e+00,2.326452645278e-01,1.127887682117e+00,3.511315404915e-01,1.122184715659e+00,4.152755123344e-01
1.325043586633e+00,1.072580178821e+00,8.863518276007e-02,1.122876548172e+00,2.299508423276e-01,1.132142069498e+00,3.480889716877e-01,1.127326651358e+00,4.122381071310e-01
1.337312868179e+00,1.073414960830e+00,8.711228773175e-02,1.125492736265e+00,2.272159750974e-01,1.136376290928e+00,3.449819712962e-01,1.132454686212e+00,4.091238130469e-01
1.349695757513e+00,1.074232162966e+00,8.557686245597e-02,1.128082961884e+00,2.244405556960e-01,1.140589116350e+00,3.418100505343e-01,1.137567452756e+00,4.059318730476e-01
1.362193306589e+00,1.075031428204e+00,8.402901441234e-02,1.130646324354e+00,2.216244908513e-01,1.144779286629e+00,3.385727344274e-01,1.142663546937e+00,4.026615418274e-01
1.374806577102e+00,1.075812395877e+00,8.246885897547e-02,1.133181906864e+00,2.187677017705e-01,1.148945513210e+00,3.352695626891e-01,1.147741527560e+00,3.993120868043e-01
1.387536640579e+00,1.076574701752e+00,8.089651964688e-02,1.135688776416e+00,2.158701247664e-01,1.153086477790e+00,3.319000906318e-01,1.152799915746e+00,3.958827891519e-01
1.400384578467e+00,1.077317978123e+00,7.931212829078e-02,1.138165983787e+00,2.129317118998e-01,1.157200831991e+00,3.284638901075e-01,1.157837194399e+00,3.923729448704e-01
1.413351482228e+00,1.078041853902e+00,7.771582537371e-02,1.140612563510e+00,2.099524316403e-01,1.161287197060e+00,3.249605504803e-01,1.162851807680e+00,3.887818658971e-01
1.426438453430e+00,1.078745954719e+00,7.610776020806e-02,1.143027533861e+00,2.069322695427e-01,1.165344163571e+00,3.213896796295e-01,1.167842160497e+00,3.851088812576e-01
1.439646603842e+00,1.079429903034e+00,7.448809119927e-02,1.145409896864e+00,2.038712289417e-01,1.169370291151e+00,3.177509049865e-01,1.172806618006e+00,3.813533382578e-01
1.452977055526e+00,1.080093318256e+00,7.285698609674e-02,1.147758638318e+00,2.007693316636e-01,1.173364108214e+00,3.140438746040e-01,1.177743505123e+00,3.775146037187e-01
1.466430940934e+00,1.080735816866e+00,7.121462224825e-02,1.150072727826e+00,1.976266187555e-01,1.177324111719e+00,3.102682582585e-01,1.182651106058e+00,3.735920652548e-01
1.480009403005e+00,1.081357012554e+00,6.956118685788e-02,1.152351118862e+00,1.944431512326e-01,1.181248766947e+00,3.064237485873e-01,1.187527663862e+00,3.695851325960e-01
1.493713595260e+00,1.081956516362e+00,6.789687724729e-02,1.154592748834e+00,1.912190108425e-01,1.185136507294e+00,3.025100622600e-01,1.192371379993e+00,3.654932389545e-01
1.507544681901e+00,1.082533936841e+00,6.622190112019e-02,1.156796539185e+00,1.879543008481e-01,1.188985734088e+00,2.985269411856e-01,1.197180413902e+00,3.613158424386e-01
1.521503837912e+00,1.083088880211e+00,6.453647682989e-02,1.158961395505e+00,1.846491468276e-01,1.192794816432e+00,2.944741537542e-01,1.201952882649e+00,3.570524275121e-01
1.535592249154e+00,1.083620950535e+00,6.284083364979e-02,1.161086207665e+00,1.813036974931e-01,1.196562091070e+00,2.903514961160e-01,1.206686860530e+00,3.527025065021e-01
1.549811112470e+00,1.084129749908e+00,6.113521204658e-02,1.163169849980e+00,1.779181255260e-01,1.200285862278e+00,2.861587934964e-01,1.211380378741e+00,3.482656211552e-01
1.564161635785e+00,1.084614878647e+00,5.941986395607e-02,1.165211181385e+00,1.744926284317e-01,1.203964401786e+00,2.818959015480e-01,1.216031425066e+00,3.437413442425e-01
1.578645038209e+00,1.085075935500e+00,5.769505306126e-02,1.167209045648e+00,1.710274294103e-01,1.207595948732e+00,2.775627077401e-01,1.220637943595e+00,3.391292812152e-01
1.593262550139e+00,1.085512517867e+00,5.596105507273e-02,1.169162271600e+00,1.675227782460e-01,1.211178709642e+00,2.731591327861e-01,1.225197834478e+00,3.344290719107e-01
1.608015413368e+00,1.085924222026e+00,5.421815801073e-02,1.171069673398e+00,1.639789522139e-01,1.214710858450e+00,2.686851321089e-01,1.229708953710e+00,3.296403923102e-01
1.622904881184e+00,1.086310643383e+00,5.246666248904e-02,1.172930050812e+00,1.603962570033e-01,1.218190536554e+00,2.641406973440e-01,1.234169112954e+00,3.247629563482e-01
1.637932218482e+00,1.086671376720e+00,5.070688200017e-02,1.174742189546e+00,1.567750276588e-01,1.221615852906e+00,2.595258578824e-01,1.238576079409e+00,3.197965177752e-01
1.653098701869e+00,1.087006016473e+00,4.893914320160e-02,1.176504861592e+00,1.531156295378e-01,1.224984884147e+00,2.548406824507e-01,1.242927575712e+00,3.147408720733e-01
1.668405619772e+00,1.087314157009e+00,4.716378620278e-02,1.178216825606e+00,1.494184592845e-01,1.228295674784e+00,2.500852807312e-01,1.247221279890e+00,3.095958584259e-01
1.683854272548e+00,1.087595392930e+00,4.538116485255e-02,1.179876827335e+00,1.456839458196e-01,1.231546237407e+00,2.452598050200e-01,1.251454825367e+00,3.043613617410e-01
1.699445972596e+00,1.087849319380e+00,4.359164702657e-02,1.181483600064e+00,1.419125513460e-01,1.234734552966e+00,2.403644519242e-01,1.255625801006e+00,2.990373147302e-01
1.715182044467e+00,1.088075532377e+00,4.179561491440e-02,1.183035865111e+00,1.381047723697e-01,1.237858571080e+00,2.353994640980e-01,1.259731751221e+00,2.936237000416e-01
1.731063824976e+00,1.088273629154e+00,3.999346530584e-02,1.184532332351e+00,1.342611407347e-01,1.240916210420e+00,2.303651320167e-01,1.263770176136e+00,2.881205524480e-01
1.747092663317e+00,1.088443208519e+00,3.818560987602e-02,1.185971700793e+00,1.303822246722e-01,1.243905359127e+00,2.252617957896e-01,1.267738531813e+00,2.825279610912e-01
1.763269921175e+00,1.088583871230e+00,3.637247546877e-02,1.187352659188e+00,1.264686298632e-01,1.246823875303e+00,2.200898470104e-01,1.271634230537e+00,2.768460717804e-01
1.779596972847e+00,1.088695220391e+00,3.455450437790e-02,1.188673886684e+00,1.225210005134e-01,1.249669587560e+00,2.148497306452e-01,1.275454641172e+00,2.710750893466e-01
1.796075205352e+00,1.088776861858e+00,3.273215462568e-02,1.189934053527e+00,1.185400204397e-01,1.252440295625e+00,2.095419469577e-01,1.279197089589e+00,2.652152800519e-01
1.812706018554e+00,1.088828404669e+00,3.090590023803e-02,1.191131821810e+00,1.145264141679e-01,1.255133771023e+00,2.041670534695e-01,1.282858859170e+00,2.592669740537e-01
1.829490825278e+00,1.088849461493e+00,2.907623151587e-02,1.192265846268e+00,1.104809480394e-01,1.257747757825e+00,1.987256669577e-01,1.286437191386e+00,2.532305679228e-01
1.846431051433e+00,1.088839649088e+00,2.724365530195e-02,1.193334775126e+00,1.064044313277e-01,1.260279973469e+00,1.932184654857e-01,1.289929286468e+00,2.471065272160e-01
1.863528136130e+00,1.088798588793e+00,2.540869524246e-02,1.194337250999e+00,1.022977173611e-01,1.262728109661e+00,1.876461904677e-01,1.293332304154e+00,2.408953891013e-01
1.880783531804e+00,1.088725907027e+00,2.357189204283e-02,1.195271911845e+00,9.816170465306e-02,1.265089833353e+00,1.820096487664e-01,1.296643364537e+00,2.345977650356e-01
1.898198704341e+00,1.088621235816e+00,2.173380371685e-02,1.196137391972e+00,9.399733803648e-02,1.267362787808e+00,1.763097148212e-01,1.299859549006e+00,2.282143434937e-01
1.915775133200e+00,1.088484213333e+00,1.989500582844e-02,1.196932323113e+00,8.980560980164e-02,1.269544593747e+00,1.705473328060e-01,1.302977901286e+00,2.217458927472e-01
1.933514311538e+00,1.088314484470e+00,1.805609172514e-02,1.197655335546e+00,8.558756083617e-02,1.271632850596e+00,1.647235188152e-01,1.305995428587e+00,2.151932636923e-01
1.951417746340e+00,1.088111701416e+00,1.621767276262e-02,1.198305059289e+00,8.134428176493e-02,1.273625137820e+00,1.588393630760e-01,1.308909102863e+00,2.085573927248e-01
1.969486958544e+00,1.087875524275e+00,1.438037851912e-02,1.198880125352e+00,7.707691408831e-02,1.275519016355e+00,1.528960321845e-01,1.311715862182e+00,2.018393046599e-01
1.987723483169e+00,1.087605621688e+00,1.254485699901e-02,1.199379167056e+00,7.278665131680e-02,1.277312030151e+00,1.468947713646e-01,1.314412612225e+00,1.950401156962e-01
2.006128869451e+00,1.087301671490e+00,1.071177482444e-02,1.199800821420e+00,6.847474009986e-02,1.279001707812e+00,1.408369067458e-01,1.316996227901e+00,1.881610364197e-01
2.024704680969e+00,1.086963361387e+00,8.881817413965e-03,1.200143730620e+00,6.414248134684e-02,1.280585564351e+00,1.347238476583e-01,1.319463555102e+00,1.812033748478e-01
2.043452495781e+00,1.086590389649e+00,7.055689147254e-03,1.200406543514e+00,5.979123133750e-02,1.282061103060e+00,1.285570889429e-01,1.321811412587e+00,1.741685395076e-01
2.062373906557e+00,1.086182465838e+00,5.234113514483e-03,1.200587917249e+00,5.542240281977e-02,1.283425817498e+00,1.223382132710e-01,1.324036594016e+00,1.670580425482e-01
2.081470520713e+00,1.085739311553e+00,3.417833249450e-03,1.200686518936e+00,5.103746609189e-02,1.284677193598e+00,1.160688934735e-01,1.326135870122e+00,1.598735028814e-01
2.100743960551e+00,1.085260661195e+00,1.607610445064e-03,1.200701027409e+00,4.663795006626e-02,1.285812711910e+00,1.097508948735e-01,1.328105991047e+00,1.526166493496e-01
2.120195863394e+00,1.084746262766e+00,-1.957733500490e-04,1.200630135054e+00,4.222544331194e-02,1.286829849966e+00,1.033860776199e-01,1.329943688831e+00,1.452893239139e-01
2.139827881726e+00,1.084195878686e+00,-1.991517055177e-03,1.200472549737e+00,3.780159507252e-02,1.287726084785e+00,9.697639901653e-02,1.331645680066e+00,1.378934848607e-01
2.159641683330e+00,1.083609286633e+00,-3.778800002767e-03,1.200226996792e+00,3.336811625619e-02,1.288498895520e+00,9.052391584412e-02,1.333208668724e+00,1.304312100209e-01
2.179638951435e+00,1.082986280415e+00,-5.556781906750e-03,1.199892221115e+00,2.892678039437e-02,1.289145766247e+00,8.403078666915e-02,1.334629349164e+00,1.229046999973e-01
2.199821384855e+00,1.082326670857e+00,-7.324602855448e-03,1.199466989336e+00,2.447942456513e-02,1.289664188899e+00,7.749927413471e-02,1.335904409318e+00,1.153162813929e-01
2.220190698133e+00,1.081630286720e+00,-9.081383330616e-03,1.198950092074e+00,2.002795027756e-02,1.290051666362e+00,7.093174722835e-02,1.337030534069e+00,1.076684100377e-01
2.240748621690e+00,1.080896975642e+00,-1.082622425425e-02,1.198340346295e+00,1.557432431293e-02,1.290305715724e+00,6.433068352084e-02,1.338004408824e+00,9.996367420356e-02
2.261496901967e+00,1.080126605104e+00,-1.255820706482e-02,1.197636597751e+00,1.112057951827e-02,1.290423871678e+00,5.769867136993e-02,1.338822723293e+00,9.220479780431e-02
2.282437301580e+00,1.079319063418e+00,-1.427639382470e-02,1.196837723519e+00,6.668815547835e-03,1.290403690107e+00,5.103841208257e-02,1.339482175473e+00,8.439464357050e-02
2.303571599461e+00,1.078474260740e+00,-1.597982736050e-02,1.195942634632e+00,2.221199547737e-03,1.290242751824e+00,4.435272202863e-02,1.339979475843e+00,7.653621619356e-02
2.324901591020e+00,1.077592130114e+00,-1.766753143829e-02,1.194950278802e+00,-2.220033221365e-03,1.289938666494e+00,3.764453469909e-02,1.340311351789e+00,6.863266542974e-02
2.346429088286e+00,1.076672628525e+00,-1.933851097543e-02,1.193859643250e+00,-6.652578828629e-03,1.289489076733e+00,3.091690270066e-02,1.340474552249e+00,6.068728915567e-02
2.368155920070e+00,1.075715737987e+00,-2.099175229114e-02,1.192669757622e+00,-1.107406418999e-02,1.288891662386e+00,2.417299967907e-02,1.340465852589e+00,5.270353636594e-02
2.390083932117e+00,1.074721466651e+00,-2.262622339778e-02,1.191379697014e+00,-1.548204666334e-02,1.288144144995e+00,1.741612216216e-02,1.340282059729e+00,4.468501010308e-02
2.412214987261e+00,1.073689849929e+00,-2.424087433480e-02,1.189988585090e+00,-1.987401372799e-02,1.287244292454e+00,1.064969131394e-02,1.339920017498e+00,3.663547030919e-02
2.434550965586e+00,1.072620951647e+00,-2.583463754765e-02,1.188495597300e+00,-2.424738275444e-02,1.286189923852e+00,3.877254590016e-03,1.339376612251e+00,2.855883658834e-02
2.457093764584e+00,1.071514865212e+00,-2.740642831375e-02,1.186899964204e+00,-2.859950087101e-02,1.284978914520e+00,-2.897512715547e-03,1.338648778738e+00,2.045919086798e-02
2.479845299317e+00,1.070371714802e+00,-2.895514521770e-02,1.185200974885e+00,-3.292764493401e-02,1.283609201272e+00,-9.670806042459e-03,1.337733506233e+00,1.234077994685e-02
2.502807502581e+00,1.069191656571e+00,-3.047967067814e-02,1.183397980476e+00,-3.722902160832e-02,1.282078787842e+00,-1.643869026646e-02,1.336627844926e+00,4.208017916602e-03
2.525982325067e+00,1.067974879878e+00,-3.197887152842e-02,1.181490397774e+00,-4.150076756564e-02,1.280385750536e+00,-2.319709854312e-02,1.335328912595e+00,-3.934511556831e-03
2.549371735530e+00,1.066721608518e+00,-3.345159965356e-02,1.179477712957e+00,-4.573994980786e-02,1.278528244077e+00,-2.994183130525e-02,1.333833901539e+00,-1.208205310641e-02
2.572977720953e+00,1.065432101984e+00,-3.489669268593e-02,1.177359485400e+00,-4.994356612317e-02,1.276504507663e+00,-3.666855542647e-02,1.332140085804e+00,-2.022967770693e-02
2.596802286719e+00,1.064106656729e+00,-3.631297476191e-02,1.175135351586e+00,-5.410854568298e-02,1.274312871235e+00,-4.337280356397e-02,1.330244828678e+00,-2.837228090352e-02
2.620847456779e+00,1.062745607444e+00,-3.769925734228e-02,1.172805029107e+00,-5.823174978779e-02,1.271951761945e+00,-5.004997369426e-02,1.328145590480e+00,-3.650458124257e-02
2.645115273825e+00,1.061349328346e+00,-3.905434009854e-02,1.170368320765e+00,-6.230997277039e-02,1.269419710841e+00,-5.669532885604e-02,1.325839936636e+00,-4.462111892220e-02
2.669607799464e+00,1.059918234469e+00,-4.037701186795e-02,1.167825118752e+00,-6.633994306530e-02,1.266715359756e+00,-6.330399711498e-02,1.323325546036e+00,-5.271625468072e-02
2.694327114392e+00,1.058452782962e+00,-4.166605167961e-02,1.165175408928e+00,-7.031832445309e-02,1.263837468404e+00,-6.987097176577e-02,1.320600219697e+00,-6.078416894197e-02
2.719275318571e+00,1.056953474394e+00,-4.292022985433e-02,1.162419275172e+00,-7.424171748894e-02,1.260784921686e+00,-7.639111178727e-02,1.317661889702e+00,-6.881886123726e-02
2.744454531409e+00,1.055420854045e+00,-4.413830918062e-02,1.159556903814e+00,-7.810666112478e-02,1.257556737193e+00,-8.285914256733e-02,1.314508628439e+00,-7.681414992459e-02
2.769866891936e+00,1.053855513211e+00,-4.531904616957e-02,1.156588588149e+00,-8.190963453446e-02,1.254152072912e+00,-8.926965691424e-02,1.311138658130e+00,-8.476367222655e-02
2.795514558992e+00,1.052258090489e+00,-4.646119239096e-02,1.153514733006e+00,-8.564705915188e-02,1.250570235131e+00,-9.561711637230e-02,1.307550360648e+00,-9.266088460898e-02
2.821399711404e+00,1.050629273060e+00,-4.756349589322e-02,1.150335859397e+00,-8.931530093191e-02,1.246810686534e+00,-1.018958528598e-01,1.303742287615e+00,-1.004990635235e-01
2.847524548175e+00,1.048969797957e+00,-4.862470270971e-02,1.147052609206e+00,-9.291067284429e-02,1.242873054479e+00,-1.081000706476e-01,1.299713170789e+00,-1.082713065379e-01
2.873891288670e+00,1.047280453315e+00,-4.964355845367e-02,1.143665749946e+00,-9.642943761070e-02,1.238757139461e+00,-1.142238486984e-01,1.295461932721e+00,-1.159705338781e-01
2.900502172804e+00,1.045562079603e+00,-5.061881000430e-02,1.140176179545e+00,-9.986781069542e-02,1.234462923741e+00,-1.202611433851e-01,1.290987697692e+00,-1.235894904087e-01
2.927359461232e+00,1.043815570829e+00,-5.154920728630e-02,1.136584931171e+00,-1.032219635600e-01,1.229990580145e+00,-1.262057916087e-01,1.286289802899e+00,-1.311207480768e-01
2.954465435541e+00,1.042041875715e+00,-5.243350514495e-02,1.132893178088e+00,-1.064880271925e-01,1.225340481010e+00,-1.320515143378e-01,1.281367809907e+00,-1.385567088458e-01
2.981822398448e+00,1.040241998845e+00,-5.327046531898e-02,1.129102238517e+00,-1.096620959219e-01,1.220513207277e+00,-1.377919205875e-01,1.276221516343e+00,-1.458896081488e-01
3.009432673988e+00,1.038417001761e+00,-5.405885851332e-02,1.125213580509e+00,-1.127402315283e-01,1.215509557708e+00,-1.434205118624e-01,1.270850967814e+00,-1.531115188870e-01
3.037298607717e+00,1.036568004028e+00,-5.479746657338e-02,1.121228826810e+00,-1.157184676591e-01,1.210330558224e+00,-1.489306870831e-01,1.265256470053e+00,-1.602143560047e-01
3.065422566911e+00,1.034696184244e+00,-5.548508476281e-02,1.117149759706e+00,-1.185928145625e-01,1.204977471341e+00,-1.543157480186e-01,1.259438601258e+00,-1.671898816677e-01
3.093806940763e+00,1.032802780990e+00,-5.612052414630e-02,1.112978325833e+00,-1.213592641474e-01,1.199451805689e+00,-1.595689052473e-01,1.253398224630e+00,-1.740297110779e-01
3.122454140591e+00,1.030889093726e+00,-5.670261407862e-02,1.108716640943e+00,-1.240137953813e-01,1.193755325593e+00,-1.646832846684e-01,1.247136501057e+00,-1.807253189521e-01
3.151366600041e+00,1.028956483613e+00,-5.723020480141e-02,1.104366994609e+00,-1.265523800352e-01,1.187890060708e+00,-1.696519345862e-01,1.240654901966e+00,-1.872680466978e-01
3.180546775293e+00,1.027006374264e+00,-5.770217014831e-02,1.099931854843e+00,-1.289709887854e-01,1.181858315663e+00,-1.744678333900e-01,1.233955222272e+00,-1.936491103152e-01
3.209997145267e+00,1.025040252412e+00,-5.811741035947e-02,1.095413872625e+00,-1.312655976821e-01,1.175662679714e+00,-1.791238978509e-01,1.227039593446e+00,-1.998596090593e-01
3.239720211842e+00,1.023059668486e+00,-5.847485500559e-02,1.090815886314e+00,-1.334321949932e-01,1.169306036362e+00,-1.836129920597e-01,1.219910496625e+00,-2.058905348913e-01
3.269718500059e+00,1.021066237094e+00,-5.877346602175e-02,1.086140925923e+00,-1.354667884318e-01,1.162791572923e+00,-1.879279370257e-01,1.212570775779e+00,-2.117327827526e-01
3.299994558342e+00,1.019061637398e+00,-5.901224085085e-02,1.081392217237e+00,-1.373654127766e-01,1.156122790003e+00,-1.920615209596e-01,1.205023650866e+00,-2.173771616918e-01
3.330550958711e+00,1.017047613381e+00,-5.919021569595e-02,1.076573185756e+00,-1.391241378905e-01,1.149303510862e+00,-1.960065102607e-01,1.197272730955e+00,-2.228144068768e-01
3.361390297002e+00,1.015025973982e+00,-5.930646888062e-02,1.071687460432e+00,-1.407390771459e-01,1.142337890622e+00,-1.997556612295e-01,1.189322027282e+00,-2.280351925222e-01
3.392515193088e+00,1.012998593114e+00,-5.936012431594e-02,1.066738877182e+00,-1.422063962619e-01,1.135230425287e+00,-2.033017325254e-01,1.181175966174e+00,-2.330301457630e-01
3.423928291099e+00,1.010967409528e+00,-5.935035507221e-02,1.061731482144e+00,-1.435223225582e-01,1.127985960532e+00,-2.066374983879e-01,1.172839401828e+00,-2.377898615040e-01
3.455632259650e+00,1.008934426541e+00,-5.927638705311e-02,1.056669534660e+00,-1.446831546299e-01,1.120609700221e+00,-2.097557626402e-01,1.164317628862e+00,-2.423049182736e-01
3.487629792066e+00,1.006901711596e+00,-5.913750276935e-02,1.051557509944e+00,-1.456852724464e-01,1.113107214611e+00,-2.126493734911e-01,1.155616394618e+00,-2.465658951102e-01
3.519923606611e+00,1.004871395654e+00,-5.893304520849e-02,1.046400101413e+00,-1.465251478754e-01,1.105484448192e+00,-2.153112391506e-01,1.146741911128e+00,-2.505633895069e-01
3.552516446717e+00,1.002845672412e+00,-5.866242179679e-02,1.041202222650e+00,-1.471993556335e-01,1.097747727112e+00,-2.177343442731e-01,1.137700866717e+00,-2.542880364398e-01
3.585411081221e+00,1.000826797326e+00,-5.832510844847e-02,1.035969008964e+00,-1.477045846604e-01,1.089903766143e+00,-2.199117672401e-01,1.128500437150e+00,-2.577305285040e-01
3.618610304598e+00,9.988170864365e-01,-5.792065369697e-02,1.030705818509e+00,-1.480376499166e-01,1.081959675122e+00,-2.218366982924e-01,1.119148296282e+00,-2.608816371757e-01
3.652116937198e+00,9.968189149812e-01,-5.744868290220e-02,1.025418232941e+00,-1.481955045975e-01,1.073922964810e+00,-2.235024585189e-01,1.109652626116e+00,-2.637322352223e-01
3.685933825485e+00,9.948347157865e-01,-5.690890252687e-02,1.020112057559e+00,-1.481752527599e-01,1.065801552121e+00,-2.249025197084e-01,1.100022126214e+00,-2.662733202745e-01
3.720063842281e+00,9.928669774256e-01,-5.630110447425e-02,1.014793320905e+00,-1.479741623509e-01,1.057603764639e+00,-2.260305250647e-01,1.090266022373e+00,-2.684960395738e-01
3.754509887010e+00,9.909182421321e-01,-5.562517047892e-02,1.009468273778e+00,-1.475896786300e-01,1.049338344370e+00,-2.268803107871e-01,1.080394074486e+00,-2.703917159062e-01
3.789274885942e+00,9.889911034578e-01,-5.488107654101e-02,1.004143387626e+00,-1.470194379703e-01,1.041014450653e+00,-2.274459285103e-01,1.070416583495e+00,-2.719518747273e-01
3.824361792444e+00,9.870882036638e-01,-5.406889739369e-02,9.988253522746e-01,-1.462612820249e-01,1.032641662158e+00,-2.277216685969e-01,1.060344397361e+00,-2.731682724807e-01
3.859773587227e+00,9.852122308332e-01,-5.318881099259e-02,9.935210729435e-01,-1.453132722393e-01,1.024229977902e+00,-2.277020842712e-01,1.050188915937e+00,-2.740329261088e-01
3.895513278605e+00,9.833659156945e-01,-5.224110301473e-02,9.882376665218e-01,-1.441737046897e-01,1.015789817201e+00,-2.273820165786e-01,1.039962094661e+00,-2.745381437471e-01
3.931583902746e+00,9.815520281454e-01,-5.122617135369e-02,9.829824570454e-01,-1.428411252230e-01,1.007332018476e+00,-2.267566201497e-01,1.029676446959e+00,-2.746765565902e-01
3.967988523934e+00,9.797733734651e-01,-5.014453059647e-02,9.777629703405e-01,-1.413143448714e-01,9.988678368322e-01,-2.258213897453e-01,1.019345045252e+00,-2.744411519115e-01
4.004730234822e+00,9.780327882059e-01,-4.899681646632e-02,9.725869277857e-01,-1.395924555119e-01,9.904089403382e-01,-2.245721875495e-01,1.008981520464e+00,-2.738253072114e-01
4.041812156705e+00,9.763331357527e-01,-4.778379021490e-02,9.674622391488e-01,-1.376748457349e-01,9.819674048963e-01,-2.230052711778e-01,9.986000599071e-01,-2.728228254636e-01
4.079237439775e+00,9.746773015426e-01,-4.650634294553e-02,9.623969944527e-01,-1.355612168863e-01,9.735557076363e-01,-2.211173223544e-01,9.882154034388e-01,-2.714279714190e-01
4.117009263396e+00,9.730681879333e-01,-4.516549984842e-02,9.573994548264e-01,-1.332515992400e-01,9.651867187318e-01,-2.189054762133e-01,9.778428377617e-01,-2.696355089243e-01
4.155130836372e+00,9.715087087138e-01,-4.376242432719e-02,9.524780422961e-01,-1.307463682552e-01,9.568736915519e-01,-2.163673511659e-01,9.674981887522e-01,-2.674407391966e-01
4.193605397216e+00,9.700017832490e-01,-4.229842199492e-02,9.476413284718e-01,-1.280462608681e-01,9.486302510542e-01,-2.135010792718e-01,9.571978116878e-01,-2.648395399936e-01
4.232436214432e+00,9.685503302500e-01,-4.077494451641e-02,9.428980220872e-01,-1.251523917643e-01,9.404703803271e-01,-2.103053370445e-01,9.469585792495e-01,-2.618284056051e-01
4.271626586785e+00,9.671572611671e-01,-3.919359327229e-02,9.382569553500e-01,-1.220662695712e-01,9.324084051893e-01,-2.067793766115e-01,9.367978671701e-01,-2.584044875828e-01
4.311179843587e+00,9.658254731970e-01,-3.755612281894e-02,9.337270690618e-01,-1.187898129077e-01,9.244589767513e-01,-2.029230571431e-01,9.267335373991e-01,-2.545656361152e-01
4.351099344978e+00,9.645578419036e-01,-3.586444411710e-02,9.293173964690e-01,-1.153253662205e-01,9.166370518490e-01,-1.987368764533e-01,9.167839186552e-01,-2.503104419421e-01
4.391388482212e+00,9.633572134478e-01,-3.412062750049e-02,9.250370458067e-01,-1.116757153345e-01,9.089578712574e-01,-1.942220026690e-01,9.069677842361e-01,-2.456382786943e-01
4.432050677941e+00,9.622263964271e-01,-3.232690535465e-02,9.208951815029e-01,-1.078441026365e-01,9.014369355955e-01,-1.893803058511e-01,8.973043269572e-01,-2.405493455263e-01
