g0.25_x,g0.25_y,g0.5_x,g0.5_y,g0.75_x,g0.75_y,g1.0_x,g1.0_y,zeta
7.787146745903e-01,-4.003659664240e-01,8.037587115088e-01,-5.353848314388e-01,7.600229248091e-01,-6.352650659206e-01,6.999587021351e-01,-7.106470481826e-01,1.071547785005e-02
7.784554293629e-01,-4.005040025344e-01,8.035975852898e-01,-5.354737645491e-01,7.599419847043e-01,-6.353079631903e-01,6.999237651784e-01,-7.106641862053e-01,1.076781886870e-02
7.781957214509e-01,-4.006422566835e-01,8.034360221123e-01,-5.355629204231e-01,7.598607409239e-01,-6.353510149244e-01,6.998886573633e-01,-7.106814064253e-01,1.082041555324e-02
7.779355498454e-01,-4.007807291304e-01,8.032740207059e-01,-5.356522995828e-01,7.597791923079e-01,-6.353942216608e-01,6.998533778532e-01,-7.106987092291e-01,1.087326915251e-02
7.776749135351e-01,-4.009194201337e-01,8.031115797963e-01,-5.357419025512e-01,7.596973376920e-01,-6.354375839393e-01,6.998179258075e-01,-7.107160950051e-01,1.092638092143e-02
7.774138115061e-01,-4.010583299515e-01,8.029486981052e-01,-5.358317298521e-01,7.596151759070e-01,-6.354811023012e-01,6.997823003815e-01,-7.107335641437e-01,1.097975212107e-02
7.771522427419e-01,-4.011974588411e-01,8.027853743500e-01,-5.359217820100e-01,7.595327057794e-01,-6.355247772893e-01,6.997465007263e-01,-7.107511170366e-01,1.103338401864e-02
7.768902062236e-01,-4.013368070596e-01,8.026216072445e-01,-5.360120595503e-01,7.594499261309e-01,-6.355686094485e-01,6.997105259887e-01,-7.107687540775e-01,1.108727788756e-02
7.766277009299e-01,-4.014763748630e-01,8.024573954980e-01,-5.361025629992e-01,7.593668357788e-01,-6.356125993253e-01,6.996743753116e-01,-7.107864756620e-01,1.114143500746e-02
7.763647258366e-01,-4.016161625071e-01,8.022927378160e-01,-5.361932928838e-01,7.592834335355e-01,-6.356567474676e-01,6.996380478336e-01,-7.108042821872e-01,1.119585666421e-02
7.761012799174e-01,-4.017561702469e-01,8.021276328998e-01,-5.362842497318e-01,7.591997182089e-01,-6.357010544255e-01,6.996015426888e-01,-7.108221740522e-01,1.125054414998e-02
7.758373621430e-01,-4.018963983368e-01,8.019620794466e-01,-5.363754340718e-01,7.591156886022e-01,-6.357455207505e-01,6.995648590074e-01,-7.108401516579e-01,1.130549876324e-02
7.755729714819e-01,-4.020368470305e-01,8.017960761495e-01,-5.364668464332e-01,7.590313435138e-01,-6.357901469959e-01,6.995279959152e-01,-7.108582154067e-01,1.136072180881e-02
7.753081068999e-01,-4.021775165813e-01,8.016296216974e-01,-5.365584873462e-01,7.589466817374e-01,-6.358349337167e-01,6.994909525337e-01,-7.108763657032e-01,1.141621459787e-02
7.750427673603e-01,-4.023184072415e-01,8.014627147753e-01,-5.366503573418e-01,7.588617020621e-01,-6.358798814697e-01,6.994537279801e-01,-7.108946029537e-01,1.147197844802e-02
7.747769518237e-01,-4.024595192630e-01,8.012953540636e-01,-5.367424569518e-01,7.587764032721e-01,-6.359249908135e-01,6.994163213673e-01,-7.109129275661e-01,1.152801468330e-02
7.745106592482e-01,-4.026008528970e-01,8.011275382390e-01,-5.368347867087e-01,7.586907841470e-01,-6.359702623081e-01,6.993787318037e-01,-7.109313399503e-01,1.158432463419e-02
7.742438885893e-01,-4.027424083939e-01,8.009592659737e-01,-5.369273471458e-01,7.586048434612e-01,-6.360156965157e-01,6.993409583936e-01,-7.109498405182e-01,1.164090963769e-02
7.739766388001e-01,-4.028841860035e-01,8.007905359357e-01,-5.370201387973e-01,7.585185799848e-01,-6.360612939999e-01,6.993030002366e-01,-7.109684296833e-01,1.169777103734e-02
7.737089088309e-01,-4.030261859749e-01,8.006213467891e-01,-5.371131621980e-01,7.584319924828e-01,-6.361070553262e-01,6.992648564282e-01,-7.109871078610e-01,1.175491018321e-02
7.734406976293e-01,-4.031684085565e-01,8.004516971933e-01,-5.372064178837e-01,7.583450797152e-01,-6.361529810619e-01,6.992265260591e-01,-7.110058754686e-01,1.181232843200e-02
7.731720041406e-01,-4.033108539960e-01,8.002815858038e-01,-5.372999063906e-01,7.582578404373e-01,-6.361990717758e-01,6.991880082158e-01,-7.110247329254e-01,1.187002714702e-02
7.729028273074e-01,-4.034535225402e-01,8.001110112717e-01,-5.373936282560e-01,7.581702733997e-01,-6.362453280387e-01,6.991493019802e-01,-7.110436806522e-01,1.192800769823e-02
7.726331660694e-01,-4.035964144356e-01,7.999399722439e-01,-5.374875840179e-01,7.580823773476e-01,-6.362917504232e-01,6.991104064299e-01,-7.110627190721e-01,1.198627146230e-02
7.723630193641e-01,-4.037395299274e-01,7.997684673630e-01,-5.375817742149e-01,7.579941510217e-01,-6.363383395035e-01,6.990713206376e-01,-7.110818486098e-01,1.204481982262e-02
7.720923861261e-01,-4.038828692605e-01,7.995964952672e-01,-5.376761993865e-01,7.579055931576e-01,-6.363850958555e-01,6.990320436717e-01,-7.111010696920e-01,1.210365416932e-02
7.718212652875e-01,-4.040264326788e-01,7.994240545905e-01,-5.377708600729e-01,7.578167024858e-01,-6.364320200572e-01,6.989925745961e-01,-7.111203827475e-01,1.216277589935e-02
7.715496557777e-01,-4.041702204256e-01,7.992511439625e-01,-5.378657568151e-01,7.577274777319e-01,-6.364791126880e-01,6.989529124699e-01,-7.111397882065e-01,1.222218641646e-02
7.712775565234e-01,-4.043142327432e-01,7.990777620085e-01,-5.379608901547e-01,7.576379176165e-01,-6.365263743293e-01,6.989130563476e-01,-7.111592865018e-01,1.228188713127e-02
7.710049664488e-01,-4.044584698734e-01,7.989039073495e-01,-5.380562606342e-01,7.575480208552e-01,-6.365738055643e-01,6.988730052792e-01,-7.111788780675e-01,1.234187946128e-02
7.707318844753e-01,-4.046029320569e-01,7.987295786018e-01,-5.381518687968e-01,7.574577861585e-01,-6.366214069778e-01,6.988327583100e-01,-7.111985633399e-01,1.240216483091e-02
7.704583095218e-01,-4.047476195338e-01,7.985547743778e-01,-5.382477151862e-01,7.573672122317e-01,-6.366691791566e-01,6.987923144806e-01,-7.112183427575e-01,1.246274467157e-02
7.701842405044e-01,-4.048925325433e-01,7.983794932851e-01,-5.383438003472e-01,7.572762977753e-01,-6.367171226891e-01,6.987516728267e-01,-7.112382167602e-01,1.252362042162e-02
7.699096763365e-01,-4.050376713238e-01,7.982037339272e-01,-5.384401248251e-01,7.571850414843e-01,-6.367652381657e-01,6.987108323796e-01,-7.112581857903e-01,1.258479352647e-02
7.696346159290e-01,-4.051830361129e-01,7.980274949028e-01,-5.385366891660e-01,7.570934420488e-01,-6.368135261784e-01,6.986697921656e-01,-7.112782502920e-01,1.264626543858e-02
7.693590581899e-01,-4.053286271473e-01,7.978507748065e-01,-5.386334939165e-01,7.570014981537e-01,-6.368619873210e-01,6.986285512064e-01,-7.112984107112e-01,1.270803761752e-02
7.690830020247e-01,-4.054744446629e-01,7.976735722282e-01,-5.387305396243e-01,7.569092084787e-01,-6.369106221894e-01,6.985871085186e-01,-7.113186674961e-01,1.277011152996e-02
7.688064463361e-01,-4.056204888946e-01,7.974958857534e-01,-5.388278268374e-01,7.568165716984e-01,-6.369594313810e-01,6.985454631143e-01,-7.113390210968e-01,1.283248864978e-02
7.685293900242e-01,-4.057667600766e-01,7.973177139632e-01,-5.389253561048e-01,7.567235864819e-01,-6.370084154950e-01,6.985036140007e-01,-7.113594719652e-01,1.289517045801e-02
7.682518319862e-01,-4.059132584420e-01,7.971390554341e-01,-5.390231279760e-01,7.566302514933e-01,-6.370575751326e-01,6.984615601798e-01,-7.113800205554e-01,1.295815844295e-02
7.679737711168e-01,-4.060599842234e-01,7.969599087381e-01,-5.391211430014e-01,7.565365653914e-01,-6.371069108967e-01,6.984193006492e-01,-7.114006673236e-01,1.302145410014e-02
7.676952063079e-01,-4.062069376520e-01,7.967802724425e-01,-5.392194017318e-01,7.564425268297e-01,-6.371564233922e-01,6.983768344012e-01,-7.114214127279e-01,1.308505893246e-02
7.674161364486e-01,-4.063541189584e-01,7.966001451103e-01,-5.393179047190e-01,7.563481344562e-01,-6.372061132254e-01,6.983341604232e-01,-7.114422572282e-01,1.314897445011e-02
7.671365604253e-01,-4.065015283721e-01,7.964195252999e-01,-5.394166525152e-01,7.562533869138e-01,-6.372559810049e-01,6.982912776978e-01,-7.114632012869e-01,1.321320217066e-02
7.668564771219e-01,-4.066491661220e-01,7.962384115649e-01,-5.395156456734e-01,7.561582828400e-01,-6.373060273408e-01,6.982481852025e-01,-7.114842453681e-01,1.327774361910e-02
7.665758854193e-01,-4.067970324355e-01,7.960568024546e-01,-5.396148847474e-01,7.560628208669e-01,-6.373562528453e-01,6.982048819098e-01,-7.115053899380e-01,1.334260032788e-02
7.662947841957e-01,-4.069451275395e-01,7.958746965134e-01,-5.397143702913e-01,7.559669996211e-01,-6.374066581321e-01,6.981613667871e-01,-7.115266354650e-01,1.340777383692e-02
7.660131723265e-01,-4.070934516598e-01,7.956920922812e-01,-5.398141028602e-01,7.558708177240e-01,-6.374572438171e-01,6.981176387968e-01,-7.115479824194e-01,1.347326569368e-02
7.657310486846e-01,-4.072420050212e-01,7.955089882934e-01,-5.399140830098e-01,7.557742737913e-01,-6.375080105177e-01,6.980736968962e-01,-7.115694312737e-01,1.353907745315e-02
7.654484121398e-01,-4.073907878474e-01,7.953253830804e-01,-5.400143112963e-01,7.556773664334e-01,-6.375589588534e-01,6.980295400373e-01,-7.115909825025e-01,1.360521067795e-02
7.651652615594e-01,-4.075398003613e-01,7.951412751683e-01,-5.401147882766e-01,7.555800942552e-01,-6.376100894454e-01,6.979851671673e-01,-7.116126365823e-01,1.367166693830e-02
7.648815958077e-01,-4.076890427846e-01,7.949566630782e-01,-5.402155145083e-01,7.554824558561e-01,-6.376614029169e-01,6.979405772279e-01,-7.116343939919e-01,1.373844781212e-02
7.645974137465e-01,-4.078385153382e-01,7.947715453267e-01,-5.403164905496e-01,7.553844498299e-01,-6.377128998927e-01,6.978957691558e-01,-7.116562552122e-01,1.380555488500e-02
7.643127142345e-01,-4.079882182417e-01,7.945859204255e-01,-5.404177169593e-01,7.552860747648e-01,-6.377645809997e-01,6.978507418824e-01,-7.116782207260e-01,1.387298975033e-02
7.640274961279e-01,-4.081381517139e-01,7.943997868818e-01,-5.405191942969e-01,7.551873292436e-01,-6.378164468665e-01,6.978054943339e-01,-7.117002910185e-01,1.394075400922e-02
7.637417582799e-01,-4.082883159723e-01,7.942131431978e-01,-5.406209231224e-01,7.550882118433e-01,-6.378684981236e-01,6.977600254312e-01,-7.117224665768e-01,1.400884927065e-02
7.634554995410e-01,-4.084387112336e-01,7.940259878711e-01,-5.407229039964e-01,7.549887211355e-01,-6.379207354035e-01,6.977143340898e-01,-7.117447478903e-01,1.407727715144e-02
7.631687187589e-01,-4.085893377131e-01,7.938383193944e-01,-5.408251374804e-01,7.548888556859e-01,-6.379731593403e-01,6.976684192201e-01,-7.117671354505e-01,1.414603927630e-02
7.628814147784e-01,-4.087401956254e-01,7.936501362557e-01,-5.409276241361e-01,7.547886140548e-01,-6.380257705701e-01,6.976222797269e-01,-7.117896297510e-01,1.421513727790e-02
7.625935864415e-01,-4.088912851836e-01,7.934614369381e-01,-5.410303645259e-01,7.546879947965e-01,-6.380785697310e-01,6.975759145099e-01,-7.118122312876e-01,1.428457279685e-02
7.623052325875e-01,-4.090426066000e-01,7.932722199199e-01,-5.411333592131e-01,7.545869964599e-01,-6.381315574627e-01,6.975293224630e-01,-7.118349405584e-01,1.435434748180e-02
7.620163520528e-01,-4.091941600856e-01,7.930824836745e-01,-5.412366087611e-01,7.544856175879e-01,-6.381847344070e-01,6.974825024751e-01,-7.118577580634e-01,1.442446298946e-02
7.617269436709e-01,-4.093459458502e-01,7.928922266706e-01,-5.413401137342e-01,7.543838567177e-01,-6.382381012074e-01,6.974354534294e-01,-7.118806843051e-01,1.449492098460e-02
7.614370062725e-01,-4.094979641027e-01,7.927014473718e-01,-5.414438746973e-01,7.542817123810e-01,-6.382916585095e-01,6.973881742036e-01,-7.119037197879e-01,1.456572314015e-02
7.611465386856e-01,-4.096502150507e-01,7.925101442369e-01,-5.415478922155e-01,7.541791831032e-01,-6.383454069607e-01,6.973406636700e-01,-7.119268650187e-01,1.463687113721e-02
7.608555397350e-01,-4.098026989005e-01,7.923183157199e-01,-5.416521668549e-01,7.540762674042e-01,-6.383993472100e-01,6.972929206952e-01,-7.119501205063e-01,1.470836666506e-02
7.605640082430e-01,-4.099554158574e-01,7.921259602696e-01,-5.417566991819e-01,7.539729637980e-01,-6.384534799087e-01,6.972449441405e-01,-7.119734867621e-01,1.478021142128e-02
7.602719430290e-01,-4.101083661255e-01,7.919330763302e-01,-5.418614897635e-01,7.538692707926e-01,-6.385078057098e-01,6.971967328613e-01,-7.119969642992e-01,1.485240711171e-02
7.599793429092e-01,-4.102615499074e-01,7.917396623406e-01,-5.419665391672e-01,7.537651868902e-01,-6.385623252682e-01,6.971482857076e-01,-7.120205536336e-01,1.492495545052e-02
7.596862066973e-01,-4.104149674050e-01,7.915457167348e-01,-5.420718479611e-01,7.536607105871e-01,-6.386170392407e-01,6.970996015236e-01,-7.120442552829e-01,1.499785816027e-02
7.593925332040e-01,-4.105686188184e-01,7.913512379421e-01,-5.421774167137e-01,7.535558403735e-01,-6.386719482859e-01,6.970506791480e-01,-7.120680697674e-01,1.507111697193e-02
7.590983212371e-01,-4.107225043468e-01,7.911562243865e-01,-5.422832459943e-01,7.534505747338e-01,-6.387270530644e-01,6.970015174136e-01,-7.120919976095e-01,1.514473362491e-02
7.588035696015e-01,-4.108766241882e-01,7.909606744868e-01,-5.423893363723e-01,7.533449121462e-01,-6.387823542388e-01,6.969521151475e-01,-7.121160393339e-01,1.521870986715e-02
7.585082770992e-01,-4.110309785390e-01,7.907645866573e-01,-5.424956884181e-01,7.532388510829e-01,-6.388378524735e-01,6.969024711712e-01,-7.121401954675e-01,1.529304745508e-02
7.582124425293e-01,-4.111855675945e-01,7.905679593067e-01,-5.426023027020e-01,7.531323900104e-01,-6.388935484346e-01,6.968525843003e-01,-7.121644665396e-01,1.536774815376e-02
7.579160646881e-01,-4.113403915488e-01,7.903707908390e-01,-5.427091797954e-01,7.530255273886e-01,-6.389494427905e-01,6.968024533445e-01,-7.121888530817e-01,1.544281373683e-02
7.576191423688e-01,-4.114954505946e-01,7.901730796529e-01,-5.428163202697e-01,7.529182616716e-01,-6.390055362112e-01,6.967520771078e-01,-7.122133556277e-01,1.551824598661e-02
7.573216743619e-01,-4.116507449232e-01,7.899748241419e-01,-5.429237246971e-01,7.528105913074e-01,-6.390618293687e-01,6.967014543882e-01,-7.122379747137e-01,1.559404669414e-02
7.570236594549e-01,-4.118062747245e-01,7.897760226947e-01,-5.430313936501e-01,7.527025147376e-01,-6.391183229370e-01,6.966505839779e-01,-7.122627108782e-01,1.567021765919e-02
7.567250964322e-01,-4.119620401874e-01,7.895766736945e-01,-5.431393277017e-01,7.525940303980e-01,-6.391750175919e-01,6.965994646630e-01,-7.122875646621e-01,1.574676069033e-02
7.564259840755e-01,-4.121180414991e-01,7.893767755196e-01,-5.432475274253e-01,7.524851367178e-01,-6.392319140112e-01,6.965480952238e-01,-7.123125366085e-01,1.582367760495e-02
7.561263211635e-01,-4.122742788455e-01,7.891763265430e-01,-5.433559933950e-01,7.523758321202e-01,-6.392890128745e-01,6.964964744347e-01,-7.123376272628e-01,1.590097022934e-02
7.558261064719e-01,-4.124307524113e-01,7.889753251325e-01,-5.434647261849e-01,7.522661150221e-01,-6.393463148634e-01,6.964446010637e-01,-7.123628371730e-01,1.597864039869e-02
7.555253387735e-01,-4.125874623794e-01,7.887737696507e-01,-5.435737263700e-01,7.521559838342e-01,-6.394038206615e-01,6.963924738732e-01,-7.123881668892e-01,1.605668995717e-02
7.552240168381e-01,-4.127444089317e-01,7.885716584550e-01,-5.436829945254e-01,7.520454369607e-01,-6.394615309542e-01,6.963400916190e-01,-7.124136169641e-01,1.613512075794e-02
7.549221394327e-01,-4.129015922484e-01,7.883689898975e-01,-5.437925312266e-01,7.519344727997e-01,-6.395194464287e-01,6.962874530514e-01,-7.124391879526e-01,1.621393466324e-02
7.546197053211e-01,-4.130590125084e-01,7.881657623251e-01,-5.439023370499e-01,7.518230897427e-01,-6.395775677745e-01,6.962345569140e-01,-7.124648804120e-01,1.629313354437e-02
7.543167132643e-01,-4.132166698891e-01,7.879619740792e-01,-5.440124125715e-01,7.517112861751e-01,-6.396358956827e-01,6.961814019446e-01,-7.124906949022e-01,1.637271928181e-02
7.540131620203e-01,-4.133745645663e-01,7.877576234963e-01,-5.441227583683e-01,7.515990604756e-01,-6.396944308465e-01,6.961279868746e-01,-7.125166319852e-01,1.645269376519e-02
7.537090503441e-01,-4.135326967145e-01,7.875527089073e-01,-5.442333750175e-01,7.514864110166e-01,-6.397531739609e-01,6.960743104293e-01,-7.125426922256e-01,1.653305889339e-02
7.534043769876e-01,-4.136910665067e-01,7.873472286377e-01,-5.443442630967e-01,7.513733361642e-01,-6.398121257229e-01,6.960203713275e-01,-7.125688761905e-01,1.661381657457e-02
7.530991407000e-01,-4.138496741142e-01,7.871411810079e-01,-5.444554231837e-01,7.512598342776e-01,-6.398712868315e-01,6.959661682820e-01,-7.125951844493e-01,1.669496872619e-02
7.527933402272e-01,-4.140085197069e-01,7.869345643328e-01,-5.445668558571e-01,7.511459037100e-01,-6.399306579876e-01,6.959116999990e-01,-7.126216175738e-01,1.677651727508e-02
7.524869743123e-01,-4.141676034532e-01,7.867273769217e-01,-5.446785616953e-01,7.510315428076e-01,-6.399902398938e-01,6.958569651786e-01,-7.126481761384e-01,1.685846415751e-02
7.521800416953e-01,-4.143269255198e-01,7.865196170790e-01,-5.447905412773e-01,7.509167499103e-01,-6.400500332551e-01,6.958019625144e-01,-7.126748607198e-01,1.694081131918e-02
7.518725411132e-01,-4.144864860720e-01,7.863112831032e-01,-5.449027951826e-01,7.508015233513e-01,-6.401100387780e-01,6.957466906934e-01,-7.127016718973e-01,1.702356071529e-02
7.515644713001e-01,-4.146462852734e-01,7.861023732875e-01,-5.450153239907e-01,7.506858614573e-01,-6.401702571712e-01,6.956911483965e-01,-7.127286102525e-01,1.710671431061e-02
7.512558309869e-01,-4.148063232859e-01,7.858928859198e-01,-5.451281282817e-01,7.505697625481e-01,-6.402306891452e-01,6.956353342978e-01,-7.127556763698e-01,1.719027407951e-02
7.509466189016e-01,-4.149666002701e-01,7.856828192824e-01,-5.452412086357e-01,7.504532249371e-01,-6.402913354126e-01,6.955792470650e-01,-7.127828708357e-01,1.727424200597e-02
7.506368337692e-01,-4.151271163846e-01,7.854721716520e-01,-5.453545656334e-01,7.503362469308e-01,-6.403521966877e-01,6.955228853593e-01,-7.128101942394e-01,1.735862008370e-02
7.503264743115e-01,-4.152878717867e-01,7.852609413000e-01,-5.454681998556e-01,7.502188268292e-01,-6.404132736870e-01,6.954662478353e-01,-7.128376471728e-01,1.744341031613e-02
7.500155392474e-01,-4.154488666317e-01,7.850491264921e-01,-5.455821118834e-01,7.501009629252e-01,-6.404745671287e-01,6.954093331409e-01,-7.128652302299e-01,1.752861471648e-02
7.497040272927e-01,-4.156101010735e-01,7.848367254886e-01,-5.456963022983e-01,7.499826535051e-01,-6.405360777332e-01,6.953521399175e-01,-7.128929440075e-01,1.761423530779e-02
7.493919371602e-01,-4.157715752641e-01,7.846237365440e-01,-5.458107716819e-01,7.498638968486e-01,-6.405978062227e-01,6.952946667996e-01,-7.129207891049e-01,1.770027412301e-02
7.490792675596e-01,-4.159332893540e-01,7.844101579075e-01,-5.459255206161e-01,7.497446912281e-01,-6.406597533214e-01,6.952369124152e-01,-7.129487661240e-01,1.778673320500e-02
7.487660171976e-01,-4.160952434919e-01,7.841959878225e-01,-5.460405496830e-01,7.496250349095e-01,-6.407219197553e-01,6.951788753854e-01,-7.129768756690e-01,1.787361460659e-02
7.484521847778e-01,-4.162574378246e-01,7.839812245269e-01,-5.461558594650e-01,7.495049261517e-01,-6.407843062525e-01,6.951205543247e-01,-7.130051183470e-01,1.796092039066e-02
7.481377690007e-01,-4.164198724973e-01,7.837658662528e-01,-5.462714505448e-01,7.493843632065e-01,-6.408469135430e-01,6.950619478406e-01,-7.130334947674e-01,1.804865263016e-02
7.478227685637e-01,-4.165825476536e-01,7.835499112268e-01,-5.463873235051e-01,7.492633443190e-01,-6.409097423588e-01,6.950030545339e-01,-7.130620055423e-01,1.813681340816e-02
7.475071821612e-01,-4.167454634349e-01,7.833333576699e-01,-5.465034789290e-01,7.491418677272e-01,-6.409727934338e-01,6.949438729984e-01,-7.130906512864e-01,1.822540481791e-02
7.471910084845e-01,-4.169086199811e-01,7.831162037970e-01,-5.466199173995e-01,7.490199316620e-01,-6.410360675038e-01,6.948844018210e-01,-7.131194326170e-01,1.831442896287e-02
7.468742462219e-01,-4.170720174302e-01,7.828984478178e-01,-5.467366395002e-01,7.488975343475e-01,-6.410995653067e-01,6.948246395817e-01,-7.131483501539e-01,1.840388795679e-02
7.465568940583e-01,-4.172356559185e-01,7.826800879359e-01,-5.468536458145e-01,7.487746740004e-01,-6.411632875822e-01,6.947645848536e-01,-7.131774045196e-01,1.849378392374e-02
7.462389506760e-01,-4.173995355802e-01,7.824611223493e-01,-5.469709369261e-01,7.486513488306e-01,-6.412272350719e-01,6.947042362026e-01,-7.132065963392e-01,1.858411899818e-02
7.459204147537e-01,-4.175636565478e-01,7.822415492503e-01,-5.470885134189e-01,7.485275570407e-01,-6.412914085197e-01,6.946435921877e-01,-7.132359262404e-01,1.867489532497e-02
7.456012849673e-01,-4.177280189519e-01,7.820213668252e-01,-5.472063758768e-01,7.484032968263e-01,-6.413558086710e-01,6.945826513606e-01,-7.132653948537e-01,1.876611505947e-02
7.452815599894e-01,-4.178926229211e-01,7.818005732547e-01,-5.473245248840e-01,7.482785663755e-01,-6.414204362735e-01,6.945214122662e-01,-7.132950028120e-01,1.885778036754e-02
7.449612384898e-01,-4.180574685823e-01,7.815791667135e-01,-5.474429610247e-01,7.481533638696e-01,-6.414852920766e-01,6.944598734420e-01,-7.133247507511e-01,1.894989342565e-02
7.446403191347e-01,-4.182225560603e-01,7.813571453707e-01,-5.475616848831e-01,7.480276874823e-01,-6.415503768318e-01,6.943980334184e-01,-7.133546393093e-01,1.904245642088e-02
7.443188005877e-01,-4.183878854780e-01,7.811345073893e-01,-5.476806970437e-01,7.479015353801e-01,-6.416156912926e-01,6.943358907184e-01,-7.133846691275e-01,1.913547155101e-02
7.439966815088e-01,-4.185534569564e-01,7.809112509265e-01,-5.477999980909e-01,7.477749057225e-01,-6.416812362142e-01,6.942734438581e-01,-7.134148408496e-01,1.922894102454e-02
7.436739605551e-01,-4.187192706142e-01,7.806873741336e-01,-5.479195886094e-01,7.476477966612e-01,-6.417470123540e-01,6.942106913460e-01,-7.134451551219e-01,1.932286706077e-02
7.433506363807e-01,-4.188853265686e-01,7.804628751561e-01,-5.480394691837e-01,7.475202063409e-01,-6.418130204712e-01,6.941476316833e-01,-7.134756125934e-01,1.941725188983e-02
7.430267076363e-01,-4.190516249345e-01,7.802377521333e-01,-5.481596403985e-01,7.473921328987e-01,-6.418792613271e-01,6.940842633639e-01,-7.135062139161e-01,1.951209775275e-02
7.427021729695e-01,-4.192181658247e-01,7.800120031988e-01,-5.482801028385e-01,7.472635744642e-01,-6.419457356849e-01,6.940205848742e-01,-7.135369597444e-01,1.960740690149e-02
7.423770310248e-01,-4.193849493502e-01,7.797856264801e-01,-5.484008570884e-01,7.471345291599e-01,-6.420124443095e-01,6.939565946934e-01,-7.135678507356e-01,1.970318159905e-02
7.420512804437e-01,-4.195519756196e-01,7.795586200987e-01,-5.485219037328e-01,7.470049951005e-01,-6.420793879681e-01,6.938922912929e-01,-7.135988875496e-01,1.979942411944e-02
7.417249198642e-01,-4.197192447397e-01,7.793309821700e-01,-5.486432433566e-01,7.468749703932e-01,-6.421465674297e-01,6.938276731367e-01,-7.136300708493e-01,1.989613674781e-02
7.413979479215e-01,-4.198867568152e-01,7.791027108037e-01,-5.487648765444e-01,7.467444531378e-01,-6.422139834653e-01,6.937627386813e-01,-7.136614013000e-01,1.999332178044e-02
7.410703632473e-01,-4.200545119484e-01,7.788738041031e-01,-5.488868038808e-01,7.466134414264e-01,-6.422816368476e-01,6.936974863756e-01,-7.136928795701e-01,2.009098152486e-02
7.407421644704e-01,-4.202225102397e-01,7.786442601655e-01,-5.490090259506e-01,7.464819333435e-01,-6.423495283516e-01,6.936319146609e-01,-7.137245063305e-01,2.018911829984e-02
7.404133502162e-01,-4.203907517873e-01,7.784140770823e-01,-5.491315433382e-01,7.463499269661e-01,-6.424176587540e-01,6.935660219706e-01,-7.137562822550e-01,2.028773443551e-02
7.400839191071e-01,-4.205592366873e-01,7.781832529385e-01,-5.492543566281e-01,7.462174203632e-01,-6.424860288336e-01,6.934998067307e-01,-7.137882080202e-01,2.038683227335e-02
7.397538697622e-01,-4.207279650333e-01,7.779517858132e-01,-5.493774664049e-01,7.460844115965e-01,-6.425546393710e-01,6.934332673592e-01,-7.138202843056e-01,2.048641416631e-02
7.394232007974e-01,-4.208969369171e-01,7.777196737792e-01,-5.495008732528e-01,7.459508987197e-01,-6.426234911488e-01,6.933664022665e-01,-7.138525117932e-01,2.058648247879e-02
7.390919108257e-01,-4.210661524280e-01,7.774869149033e-01,-5.496245777560e-01,7.458168797787e-01,-6.426925849515e-01,6.932992098552e-01,-7.138848911681e-01,2.068703958678e-02
7.387599984564e-01,-4.212356116532e-01,7.772535072459e-01,-5.497485804986e-01,7.456823528119e-01,-6.427619215657e-01,6.932316885198e-01,-7.139174231181e-01,2.078808787785e-02
7.384274622959e-01,-4.214053146774e-01,7.770194488614e-01,-5.498728820647e-01,7.455473158494e-01,-6.428315017797e-01,6.931638366471e-01,-7.139501083339e-01,2.088962975125e-02
7.380943009475e-01,-4.215752615834e-01,7.767847377977e-01,-5.499974830380e-01,7.454117669139e-01,-6.429013263840e-01,6.930956526159e-01,-7.139829475089e-01,2.099166761794e-02
7.377605130111e-01,-4.217454524512e-01,7.765493720968e-01,-5.501223840021e-01,7.452757040199e-01,-6.429713961707e-01,6.930271347971e-01,-7.140159413395e-01,2.109420390065e-02
7.374260970833e-01,-4.219158873590e-01,7.763133497942e-01,-5.502475855406e-01,7.451391251742e-01,-6.430417119340e-01,6.929582815535e-01,-7.140490905249e-01,2.119724103396e-02
7.370910517578e-01,-4.220865663824e-01,7.760766689191e-01,-5.503730882368e-01,7.450020283753e-01,-6.431122744702e-01,6.928890912398e-01,-7.140823957671e-01,2.130078146433e-02
7.367553756248e-01,-4.222574895945e-01,7.758393274945e-01,-5.504988926738e-01,7.448644116141e-01,-6.431830845773e-01,6.928195622028e-01,-7.141158577711e-01,2.140482765018e-02
7.364190672714e-01,-4.224286570662e-01,7.756013235370e-01,-5.506249994343e-01,7.447262728731e-01,-6.432541430552e-01,6.927496927808e-01,-7.141494772447e-01,2.150938206192e-02
7.360821252815e-01,-4.226000688660e-01,7.753626550569e-01,-5.507514091011e-01,7.445876101271e-01,-6.433254507059e-01,6.926794813044e-01,-7.141832548986e-01,2.161444718206e-02
7.357445482356e-01,-4.227717250600e-01,7.751233200581e-01,-5.508781222566e-01,7.444484213425e-01,-6.433970083332e-01,6.926089260956e-01,-7.142171914465e-01,2.172002550519e-02
7.354063347112e-01,-4.229436257118e-01,7.748833165381e-01,-5.510051394828e-01,7.443087044778e-01,-6.434688167429e-01,6.925380254683e-01,-7.142512876048e-01,2.182611953814e-02
7.350674832824e-01,-4.231157708826e-01,7.746426424881e-01,-5.511324613617e-01,7.441684574831e-01,-6.435408767427e-01,6.924667777281e-01,-7.142855440930e-01,2.193273179992e-02
