zeta,turn_g0.2,turn_g0.5,turn_g0.7,turn_g0.9,turn_g0.95,turn_g1.0
8.680155785302e-03,-7.162438402363e+00,-2.947033565981e+00,-1.342514714697e+00,-5.550819079806e-01,-4.401018478409e-01,-3.476184411905e-01
8.795203448859e-03,-7.204676477573e+00,-2.970313562745e+00,-1.355771215397e+00,-5.618417976817e-01,-4.457300279562e-01,-3.522795091791e-01
8.911775965796e-03,-7.247134148337e+00,-2.993768230190e+00,-1.369154952667e+00,-5.686827352247e-01,-4.514292218479e-01,-3.570023554347e-01
9.029893546674e-03,-7.289812775700e+00,-3.017398977937e+00,-1.382667177871e+00,-5.756056963283e-01,-4.572003270758e-01,-3.617877987727e-01
9.149576669927e-03,-7.332713729614e+00,-3.041207227895e+00,-1.396309155106e+00,-5.826116685329e-01,-4.630442525748e-01,-3.666366688613e-01
9.270846085413e-03,-7.375838388985e+00,-3.065194414377e+00,-1.410082161335e+00,-5.897016513460e-01,-4.689619188005e-01,-3.715498063648e-01
9.393722818009e-03,-7.419188141722e+00,-3.089361984213e+00,-1.423987486523e+00,-5.968766563880e-01,-4.749542578750e-01,-3.765280630903e-01
9.518228171259e-03,-7.462764384792e+00,-3.113711396861e+00,-1.438026433780e+00,-6.041377075404e-01,-4.810222137359e-01,-3.815723021344e-01
9.644383731065e-03,-7.506568524264e+00,-3.138244124526e+00,-1.452200319490e+00,-6.114858410962e-01,-4.871667422862e-01,-3.866833980334e-01
9.772211369434e-03,-7.550601975360e+00,-3.162961652277e+00,-1.466510473461e+00,-6.189221059112e-01,-4.933888115472e-01,-3.918622369150e-01
9.901733248262e-03,-7.594866162509e+00,-3.187865478162e+00,-1.480958239064e+00,-6.264475635582e-01,-4.996894018124e-01,-3.971097166514e-01
1.003297182319e-02,-7.639362519391e+00,-3.212957113329e+00,-1.495544973375e+00,-6.340632884824e-01,-5.060695058037e-01,-4.024267470154e-01
1.016594984747e-02,-7.684092488992e+00,-3.238238082147e+00,-1.510272047321e+00,-6.417703681592e-01,-5.125301288298e-01,-4.078142498382e-01
1.030069037595e-02,-7.729057523651e+00,-3.263709922323e+00,-1.525140845830e+00,-6.495699032533e-01,-5.190722889463e-01,-4.132731591689e-01
1.043721676903e-02,-7.774259085111e+00,-3.289374185027e+00,-1.540152767975e+00,-6.574630077806e-01,-5.256970171182e-01,-4.188044214365e-01
1.057555269675e-02,-7.819698644570e+00,-3.315232435014e+00,-1.555309227128e+00,-6.654508092717e-01,-5.324053573839e-01,-4.244089956141e-01
1.071572214286e-02,-7.865377682727e+00,-3.341286250749e+00,-1.570611651107e+00,-6.735344489370e-01,-5.391983670224e-01,-4.300878533853e-01
1.085774940900e-02,-7.911297689837e+00,-3.367537224531e+00,-1.586061482334e+00,-6.817150818348e-01,-5.460771167212e-01,-4.358419793124e-01
1.100165911891e-02,-7.957460165759e+00,-3.393986962619e+00,-1.601660177990e+00,-6.899938770405e-01,-5.530426907473e-01,-4.416723710070e-01
1.114747622267e-02,-8.003866620002e+00,-3.420637085363e+00,-1.617409210167e+00,-6.983720178188e-01,-5.600961871203e-01,-4.475800393034e-01
1.129522600110e-02,-8.050518571782e+00,-3.447489227327e+00,-1.633310066031e+00,-7.068507017972e-01,-5.672387177878e-01,-4.535660084335e-01
1.144493407005e-02,-8.097417550064e+00,-3.474545037422e+00,-1.649364247980e+00,-7.154311411421e-01,-5.744714088022e-01,-4.596313162045e-01
1.159662638490e-02,-8.144565093620e+00,-3.501806179038e+00,-1.665573273808e+00,-7.241145627373e-01,-5.817954005008e-01,-4.657770141788e-01
1.175032924504e-02,-8.191962751071e+00,-3.529274330172e+00,-1.681938676865e+00,-7.329022083640e-01,-5.892118476879e-01,-4.720041678561e-01
1.190606929846e-02,-8.239612080940e+00,-3.556951183564e+00,-1.698462006226e+00,-7.417953348838e-01,-5.967219198189e-01,-4.783138568588e-01
1.206387354631e-02,-8.287514651702e+00,-3.584838446830e+00,-1.715144826855e+00,-7.507952144235e-01,-6.043268011871e-01,-4.847071751182e-01
1.222376934764e-02,-8.335672041831e+00,-3.612937842597e+00,-1.731988719780e+00,-7.599031345624e-01,-6.120276911126e-01,-4.911852310652e-01
1.238578442411e-02,-8.384085839854e+00,-3.641251108641e+00,-1.748995282255e+00,-7.691203985216e-01,-6.198258041343e-01,-4.977491478215e-01
1.254994686480e-02,-8.432757644392e+00,-3.669779998023e+00,-1.766166127940e+00,-7.784483253563e-01,-6.277223702032e-01,-5.044000633950e-01
1.271628513110e-02,-8.481689064217e+00,-3.698526279229e+00,-1.783502887072e+00,-7.878882501496e-01,-6.357186348794e-01,-5.111391308769e-01
1.288482806162e-02,-8.530881718298e+00,-3.727491736308e+00,-1.801007206644e+00,-7.974415242096e-01,-6.438158595309e-01,-5.179675186414e-01
1.305560487721e-02,-8.580337235848e+00,-3.756678169016e+00,-1.818680750580e+00,-8.071095152684e-01,-6.520153215349e-01,-5.248864105487e-01
1.322864518600e-02,-8.630057256374e+00,-3.786087392957e+00,-1.836525199920e+00,-8.168936076833e-01,-6.603183144821e-01,-5.318970061498e-01
1.340397898857e-02,-8.680043429726e+00,-3.815721239724e+00,-1.854542252995e+00,-8.267952026418e-01,-6.687261483835e-01,-5.390005208947e-01
1.358163668310e-02,-8.730297416144e+00,-3.845581557050e+00,-1.872733625621e+00,-8.368157183672e-01,-6.772401498794e-01,-5.461981863433e-01
1.376164907070e-02,-8.780820886308e+00,-3.875670208946e+00,-1.891101051277e+00,-8.469565903284e-01,-6.858616624521e-01,-5.534912503783e-01
1.394404736071e-02,-8.831615521384e+00,-3.905989075856e+00,-1.909646281296e+00,-8.572192714517e-01,-6.945920466399e-01,-5.608809774225e-01
1.412886317612e-02,-8.882683013071e+00,-3.936540054800e+00,-1.928371085058e+00,-8.676052323349e-01,-7.034326802551e-01,-5.683686486570e-01
1.431612855907e-02,-8.934025063651e+00,-3.967325059524e+00,-1.947277250177e+00,-8.781159614647e-01,-7.123849586042e-01,-5.759555622441e-01
1.450587597635e-02,-8.985643386034e+00,-3.998346020655e+00,-1.966366582701e+00,-8.887529654361e-01,-7.214502947111e-01,-5.836430335520e-01
1.469813832512e-02,-9.037539703808e+00,-4.029604885848e+00,-1.985640907305e+00,-8.995177691753e-01,-7.306301195428e-01,-5.914323953829e-01
1.489294893852e-02,-9.089715751280e+00,-4.061103619943e+00,-2.005102067489e+00,-9.104119161648e-01,-7.399258822387e-01,-5.993249982041e-01
1.509034159151e-02,-9.142173273530e+00,-4.092844205117e+00,-2.024751925783e+00,-9.214369686714e-01,-7.493390503422e-01,-6.073222103821e-01
1.529035050671e-02,-9.194914026450e+00,-4.124828641042e+00,-2.044592363945e+00,-9.325945079770e-01,-7.588711100355e-01,-6.154254184200e-01
1.549301036032e-02,-9.247939776794e+00,-4.157058945041e+00,-2.064625283168e+00,-9.438861346128e-01,-7.685235663773e-01,-6.236360271976e-01
1.569835628814e-02,-9.301252302225e+00,-4.189537152246e+00,-2.084852604291e+00,-9.553134685954e-01,-7.782979435441e-01,-6.319554602151e-01
1.590642389169e-02,-9.354853391354e+00,-4.222265315759e+00,-2.105276268001e+00,-9.668781496668e-01,-7.881957850736e-01,-6.403851598401e-01
1.611724924431e-02,-9.408744843793e+00,-4.255245506811e+00,-2.125898235053e+00,-9.785818375369e-01,-7.982186541121e-01,-6.489265875574e-01
1.633086889751e-02,-9.462928470193e+00,-4.288479814927e+00,-2.146720486476e+00,-9.904262121287e-01,-8.083681336646e-01,-6.575812242224e-01
1.654731988721e-02,-9.517406092292e+00,-4.321970348087e+00,-2.167745023796e+00,-1.002412973828e+00,-8.186458268486e-01,-6.663505703179e-01
1.676663974024e-02,-9.572179542956e+00,-4.355719232892e+00,-2.188973869252e+00,-1.014543843733e+00,-8.290533571502e-01,-6.752361462144e-01
1.698886648081e-02,-9.627250666226e+00,-4.389728614729e+00,-2.210409066017e+00,-1.026820563912e+00,-8.395923686845e-01,-6.842394924334e-01
1.721403863710e-02,-9.682621317360e+00,-4.424000657940e+00,-2.232052678420e+00,-1.039244897659e+00,-8.502645264590e-01,-6.933621699147e-01
1.744219524795e-02,-9.738293362872e+00,-4.458537545989e+00,-2.253906792176e+00,-1.051818629756e+00,-8.610715166401e-01,-7.026057602869e-01
1.767337586961e-02,-9.794268680579e+00,-4.493341481635e+00,-2.275973514609e+00,-1.064543566739e+00,-8.720150468233e-01,-7.119718661417e-01
1.790762058264e-02,-9.850549159642e+00,-4.528414687099e+00,-2.298254974887e+00,-1.077421537161e+00,-8.830968463068e-01,-7.214621113118e-01
1.814496999881e-02,-9.907136700604e+00,-4.563759404241e+00,-2.320753324251e+00,-1.090454391869e+00,-8.943186663686e-01,-7.310781411521e-01
1.838546526817e-02,-9.964033215436e+00,-4.599377894731e+00,-2.343470736255e+00,-1.103644004274e+00,-9.056822805473e-01,-7.408216228254e-01
1.862914808617e-02,-1.002124062757e+01,-4.635272440226e+00,-2.366409407001e+00,-1.116992270631e+00,-9.171894849261e-01,-7.506942455913e-01
1.887606070092e-02,-1.007876087195e+01,-4.671445342544e+00,-2.389571555381e+00,-1.130501110319e+00,-9.288420984210e-01,-7.606977210988e-01
1.912624592046e-02,-1.013659589506e+01,-4.707898923848e+00,-2.412959423317e+00,-1.144172466128e+00,-9.406419630721e-01,-7.708337836834e-01
1.937974712023e-02,-1.019474765497e+01,-4.744635526816e+00,-2.436575276012e+00,-1.158008304545e+00,-9.525909443393e-01,-7.811041906677e-01
1.963660825057e-02,-1.025321812137e+01,-4.781657514833e+00,-2.460421402195e+00,-1.172010616046e+00,-9.646909314010e-01,-7.915107226660e-01
1.989687384433e-02,-1.031200927560e+01,-4.818967272162e+00,-2.484500114372e+00,-1.186181415395e+00,-9.769438374576e-01,-8.020551838929e-01
2.016058902462e-02,-1.037112311072e+01,-4.856567204136e+00,-2.508813749081e+00,-1.200522741937e+00,-9.893516000379e-01,-8.127394024764e-01
2.042779951261e-02,-1.043056163150e+01,-4.894459737337e+00,-2.533364667147e+00,-1.215036659907e+00,-1.001916181310e+00,-8.235652307748e-01
2.069855163546e-02,-1.049032685449e+01,-4.932647319786e+00,-2.558155253942e+00,-1.229725258734e+00,-1.014639568397e+00,-8.345345456973e-01
2.097289233435e-02,-1.055042080803e+01,-4.971132421127e+00,-2.583187919646e+00,-1.244590653350e+00,-1.027523773693e+00,-8.456492490305e-01
2.125086917265e-02,-1.061084553233e+01,-5.009917532819e+00,-2.608465099511e+00,-1.259634984508e+00,-1.040570835190e+00,-8.569112677668e-01
2.153253034410e-02,-1.067160307943e+01,-5.049005168324e+00,-2.633989254130e+00,-1.274860419096e+00,-1.053782816803e+00,-8.683225544396e-01
2.181792468123e-02,-1.073269551330e+01,-5.088397863299e+00,-2.659762869707e+00,-1.290269150464e+00,-1.067161808700e+00,-8.798850874613e-01
2.210710166380e-02,-1.079412490985e+01,-5.128098175789e+00,-2.685788458327e+00,-1.305863398746e+00,-1.080709927638e+00,-8.916008714662e-01
2.240011142738e-02,-1.085589335693e+01,-5.168108686422e+00,-2.712068558235e+00,-1.321645411192e+00,-1.094429317307e+00,-9.034719376584e-01
2.269700477202e-02,-1.091800295442e+01,-5.208431998604e+00,-2.738605734114e+00,-1.337617462504e+00,-1.108322148666e+00,-9.155003441638e-01
2.299783317111e-02,-1.098045581421e+01,-5.249070738715e+00,-2.765402577366e+00,-1.353781855169e+00,-1.122390620301e+00,-9.276881763868e-01
2.330264878026e-02,-1.104325406026e+01,-5.290027556308e+00,-2.792461706394e+00,-1.370140919809e+00,-1.136636958770e+00,-9.400375473719e-01
2.361150444635e-02,-1.110639982861e+01,-5.331305124309e+00,-2.819785766897e+00,-1.386697015524e+00,-1.151063418966e+00,-9.525505981703e-01
2.392445371671e-02,-1.116989526741e+01,-5.372906139218e+00,-2.847377432151e+00,-1.403452530242e+00,-1.165672284475e+00,-9.652294982108e-01
2.424155084838e-02,-1.123374253694e+01,-5.414833321312e+00,-2.875239403311e+00,-1.420409881077e+00,-1.180465867948e+00,-9.780764456761e-01
2.456285081754e-02,-1.129794380967e+01,-5.457089414846e+00,-2.903374409699e+00,-1.437571514688e+00,-1.195446511465e+00,-9.910936678837e-01
2.488840932902e-02,-1.136250127025e+01,-5.499677188262e+00,-2.931785209113e+00,-1.454939907646e+00,-1.210616586921e+00,-1.004283421672e+00
2.521828282596e-02,-1.142741711552e+01,-5.542599434393e+00,-2.960474588123e+00,-1.472517566798e+00,-1.225978496398e+00,-1.017647993793e+00
2.555252849964e-02,-1.149269355459e+01,-5.585858970670e+00,-2.989445362378e+00,-1.490307029644e+00,-1.241534672556e+00,-1.031189701305e+00
2.589120429931e-02,-1.155833280879e+01,-5.629458639334e+00,-3.018700376917e+00,-1.508310864716e+00,-1.257287579024e+00,-1.044910891980e+00
2.623436894231e-02,-1.162433711177e+01,-5.673401307644e+00,-3.048242506480e+00,-1.526531671959e+00,-1.273239710794e+00,-1.058813944706e+00
2.658208192424e-02,-1.169070870944e+01,-5.717689868090e+00,-3.078074655823e+00,-1.544972083118e+00,-1.289393594622e+00,-1.072901269899e+00
2.693440352923e-02,-1.175744986003e+01,-5.762327238606e+00,-3.108199760037e+00,-1.563634762133e+00,-1.305751789437e+00,-1.087175309927e+00
2.729139484045e-02,-1.182456283411e+01,-5.807316362784e+00,-3.138620784872e+00,-1.582522405535e+00,-1.322316886749e+00,-1.101638539527e+00
2.765311775064e-02,-1.189204991460e+01,-5.852660210091e+00,-3.169340727058e+00,-1.601637742847e+00,-1.339091511067e+00,-1.116293466236e+00
2.801963497291e-02,-1.195991339678e+01,-5.898361776083e+00,-3.200362614636e+00,-1.620983536994e+00,-1.356078320324e+00,-1.131142630827e+00
2.839101005155e-02,-1.202815558829e+01,-5.944424082629e+00,-3.231689507291e+00,-1.640562584714e+00,-1.373280006298e+00,-1.146188607749e+00
2.876730737307e-02,-1.209677880917e+01,-5.990850178124e+00,-3.263324496683e+00,-1.660377716972e+00,-1.390699295051e+00,-1.161434005572e+00
2.914859217739e-02,-1.216578539185e+01,-6.037643137717e+00,-3.295270706793e+00,-1.680431799390e+00,-1.408338947365e+00,-1.176881467442e+00
2.953493056912e-02,-1.223517768118e+01,-6.084806063528e+00,-3.327531294257e+00,-1.700727732667e+00,-1.426201759184e+00,-1.192533671535e+00
2.992638952899e-02,-1.230495803442e+01,-6.132342084873e+00,-3.360109448716e+00,-1.721268453018e+00,-1.444290562068e+00,-1.208393331525e+00
3.032303692556e-02,-1.237512882125e+01,-6.180254358489e+00,-3.393008393166e+00,-1.742056932608e+00,-1.462608223648e+00,-1.224463197055e+00
3.072494152687e-02,-1.244569242376e+01,-6.228546068763e+00,-3.426231384305e+00,-1.763096179999e+00,-1.481157648082e+00,-1.240746054210e+00
3.113217301246e-02,-1.251665123650e+01,-6.277220427955e+00,-3.459781712897e+00,-1.784389240598e+00,-1.499941776529e+00,-1.257244726002e+00
3.154480198538e-02,-1.258800766645e+01,-6.326280676429e+00,-3.493662704126e+00,-1.805939197113e+00,-1.518963587619e+00,-1.273962072860e+00
3.196289998449e-02,-1.265976413299e+01,-6.375730082881e+00,-3.527877717959e+00,-1.827749170010e+00,-1.538226097933e+00,-1.290900993125e+00
3.238653949681e-02,-1.273192306798e+01,-6.425571944575e+00,-3.562430149517e+00,-1.849822317984e+00,-1.557732362487e+00,-1.308064423555e+00
3.281579397011e-02,-1.280448691567e+01,-6.475809587568e+00,-3.597323429443e+00,-1.872161838428e+00,-1.577485475229e+00,-1.325455339830e+00
3.325073782566e-02,-1.287745813277e+01,-6.526446366951e+00,-3.632561024276e+00,-1.894770967913e+00,-1.597488569528e+00,-1.343076757069e+00
3.369144647110e-02,-1.295083918839e+01,-6.577485667077e+00,-3.668146436828e+00,-1.917652982667e+00,-1.617744818688e+00,-1.360931730356e+00
3.413799631355e-02,-1.302463256406e+01,-6.628930901802e+00,-3.704083206571e+00,-1.940811199072e+00,-1.638257436451e+00,-1.379023355267e+00
3.459046477282e-02,-1.309884075371e+01,-6.680785514719e+00,-3.740374910014e+00,-1.964248974153e+00,-1.659029677522e+00,-1.397354768406e+00
3.504893029485e-02,-1.317346626367e+01,-6.733052979399e+00,-3.777025161101e+00,-1.987969706083e+00,-1.680064838084e+00,-1.415929147951e+00
3.551347236533e-02,-1.324851161264e+01,-6.785736799625e+00,-3.814037611597e+00,-2.011976834692e+00,-1.701366256339e+00,-1.434749714203e+00
3.598417152344e-02,-1.332397933171e+01,-6.838840509640e+00,-3.851415951488e+00,-2.036273841977e+00,-1.722937313035e+00,-1.453819730145e+00
3.646110937585e-02,-1.339987196428e+01,-6.892367674382e+00,-3.889163909384e+00,-2.060864252629e+00,-1.744781432020e+00,-1.473142502009e+00
3.694436861084e-02,-1.347619206611e+01,-6.946321889730e+00,-3.927285252920e+00,-2.085751634554e+00,-1.766902080787e+00,-1.492721379848e+00
3.743403301265e-02,-1.355294220526e+01,-7.000706782745e+00,-3.965783789164e+00,-2.110939599409e+00,-1.789302771034e+00,-1.512559758116e+00
3.793018747602e-02,-1.363012496209e+01,-7.055526011918e+00,-4.004663365035e+00,-2.136431803144e+00,-1.811987059232e+00,-1.532661076257e+00
3.843291802088e-02,-1.370774292919e+01,-7.110783267413e+00,-4.043927867713e+00,-2.162231946545e+00,-1.834958547194e+00,-1.553028819305e+00
3.894231180727e-02,-1.378579871141e+01,-7.166482271316e+00,-4.083581225066e+00,-2.188343775791e+00,-1.858220882660e+00,-1.573666518481e+00
3.945845715048e-02,-1.386429492582e+01,-7.222626777878e+00,-4.123627406067e+00,-2.214771083012e+00,-1.881777759879e+00,-1.594577751811e+00
3.998144353633e-02,-1.394323420162e+01,-7.279220573771e+00,-4.164070421232e+00,-2.241517706857e+00,-1.905632920208e+00,-1.615766144744e+00
4.051136163668e-02,-1.402261918019e+01,-7.336267478329e+00,-4.204914323043e+00,-2.268587533067e+00,-1.929790152713e+00,-1.637235370783e+00
4.104830332518e-02,-1.410245251500e+01,-7.393771343805e+00,-4.246163206393e+00,-2.295984495059e+00,-1.954253294781e+00,-1.658989152117e+00
4.159236169317e-02,-1.418273687160e+01,-7.451736055619e+00,-4.287821209022e+00,-2.323712574510e+00,-1.979026232737e+00,-1.681031260272e+00
4.214363106586e-02,-1.426347492754e+01,-7.510165532612e+00,-4.329892511964e+00,-2.351775801959e+00,-2.004112902470e+00,-1.703365516759e+00
4.270220701863e-02,-1.434466937237e+01,-7.569063727295e+00,-4.372381339996e+00,-2.380178257401e+00,-2.029517290069e+00,-1.725995793743e+00
4.326818639362e-02,-1.442632290759e+01,-7.628434626109e+00,-4.415291962093e+00,-2.408924070907e+00,-2.055243432461e+00,-1.748926014709e+00
4.384166731655e-02,-1.450843824656e+01,-7.688282249671e+00,-4.458628691883e+00,-2.438017423234e+00,-2.081295418066e+00,-1.772160155145e+00
4.442274921369e-02,-1.459101811450e+01,-7.748610653039e+00,-4.502395888111e+00,-2.467462546454e+00,-2.107677387455e+00,-1.795702243231e+00
4.501153282913e-02,-1.467406524841e+01,-7.809423925959e+00,-4.546597955105e+00,-2.497263724587e+00,-2.134393534014e+00,-1.819556360536e+00
4.560812024221e-02,-1.475758239701e+01,-7.870726193127e+00,-4.591239343248e+00,-2.527425294239e+00,-2.161448104622e+00,-1.843726642726e+00
4.621261488526e-02,-1.484157232070e+01,-7.932521614441e+00,-4.636324549448e+00,-2.557951645253e+00,-2.188845400338e+00,-1.868217280284e+00
4.682512156151e-02,-1.492603779147e+01,-7.994814385266e+00,-4.681858117626e+00,-2.588847221368e+00,-2.216589777089e+00,-1.893032519231e+00
4.744574646326e-02,-1.501098159288e+01,-8.057608736686e+00,-4.727844639190e+00,-2.620116520875e+00,-2.244685646372e+00,-1.918176661868e+00
4.807459719029e-02,-1.509640651993e+01,-8.120908935763e+00,-4.774288753530e+00,-2.651764097300e+00,-2.273137475972e+00,-1.943654067517e+00
4.871178276852e-02,-1.518231537905e+01,-8.184719285799e+00,-4.821195148508e+00,-2.683794560078e+00,-2.301949790672e+00,-1.969469153279e+00
4.935741366891e-02,-1.526871098799e+01,-8.249044126595e+00,-4.868568560954e+00,-2.716212575242e+00,-2.331127172990e+00,-1.995626394802e+00
5.001160182662e-02,-1.535559630613e+01,-8.313888034114e+00,-4.916413969529e+00,-2.749022849591e+00,-2.360674279504e+00,-2.022130326501e+00
5.067446066040e-02,-1.544297385515e+01,-8.379254928065e+00,-4.964735766190e+00,-2.782230326384e+00,-2.390595859528e+00,-2.048985565275e+00
5.134610509227e-02,-1.553084677359e+01,-8.445149574207e+00,-5.013539014500e+00,-2.815839428905e+00,-2.420896510439e+00,-2.076196695438e+00
5.202665156744e-02,-1.561921761526e+01,-8.511576577381e+00,-5.062828850493e+00,-2.849855349026e+00,-2.451581055358e+00,-2.103768523735e+00
5.271621807449e-02,-1.570808999752e+01,-8.578540428405e+00,-5.112610200206e+00,-2.884283583873e+00,-2.482654581610e+00,-2.131705789261e+00
5.341492416584e-02,-1.579746530618e+01,-8.646045074406e+00,-5.162887714582e+00,-2.919127665018e+00,-2.514121814653e+00,-2.160013301049e+00
5.412289097845e-02,-1.588734828286e+01,-8.714096211547e+00,-5.213667482828e+00,-2.954394351771e+00,-2.545988212191e+00,-2.188696082695e+00
5.484024125488e-02,-1.597774048152e+01,-8.782697510497e+00,-5.264953401046e+00,-2.990087782448e+00,-2.578258167393e+00,-2.217758961001e+00
5.556709936449e-02,-1.606864569161e+01,-8.851854391576e+00,-5.316751578105e+00,-3.026213294859e+00,-2.610937423262e+00,-2.247207039666e+00
5.630359132508e-02,-1.616006605182e+01,-8.921570800693e+00,-5.369066812778e+00,-3.062776579804e+00,-2.644030480062e+00,-2.277045474429e+00
5.704984482467e-02,-1.625200504839e+01,-8.991852135487e+00,-5.421904427847e+00,-3.099782394911e+00,-2.677543449792e+00,-2.307279350127e+00
5.780598924370e-02,-1.634446576749e+01,-9.062703232734e+00,-5.475270204641e+00,-3.137236707535e+00,-2.711481308406e+00,-2.337913980342e+00
5.857215567741e-02,-1.643745025656e+01,-9.134128255344e+00,-5.529169110605e+00,-3.175144517744e+00,-2.745849098038e+00,-2.368954619592e+00
5.934847695860e-02,-1.653096248086e+01,-9.206132694418e+00,-5.583606767612e+00,-3.213511517372e+00,-2.780652871281e+00,-2.400406679078e+00
6.013508768065e-02,-1.662500483008e+01,-9.278721404251e+00,-5.638588622803e+00,-3.252343593711e+00,-2.815897515764e+00,-2.432275601156e+00
6.093212422084e-02,-1.671958092210e+01,-9.351899295140e+00,-5.694120750453e+00,-3.291646013816e+00,-2.851589496349e+00,-2.464566932110e+00
6.173972476403e-02,-1.681469253541e+01,-9.425670846233e+00,-5.750207836372e+00,-3.331424611575e+00,-2.887733785743e+00,-2.497286257383e+00
6.255802932657e-02,-1.691034387252e+01,-9.500041867156e+00,-5.806856523226e+00,-3.371685503082e+00,-2.924336463066e+00,-2.530439196757e+00
6.338717978064e-02,-1.700653795478e+01,-9.575017286124e+00,-5.864072537220e+00,-3.412434080259e+00,-2.961403364969e+00,-2.564031629473e+00
6.422731987877e-02,-1.710327649493e+01,-9.650601519421e+00,-5.921860766855e+00,-3.453676584948e+00,-2.998939839242e+00,-2.598069240911e+00
6.507859527881e-02,-1.720056401557e+01,-9.726800630425e+00,-5.980227992329e+00,-3.495419079984e+00,-3.036952876158e+00,-2.632557998261e+00
6.594115356919e-02,-1.729840261520e+01,-9.803619339530e+00,-6.039179862537e+00,-3.537667512206e+00,-3.075447828077e+00,-2.667503906006e+00
6.681514429447e-02,-1.739679589178e+01,-9.881063223980e+00,-6.098722403190e+00,-3.580428460967e+00,-3.114431047999e+00,-2.702912990995e+00
6.770071898131e-02,-1.749574651328e+01,-9.959137147107e+00,-6.158861764380e+00,-3.623707435058e+00,-3.153908675873e+00,-2.738791362916e+00
6.859803116470e-02,-1.759525804763e+01,-1.003784684332e+01,-6.219604183968e+00,-3.667511585749e+00,-3.193886874260e+00,-2.775145293773e+00
6.950723641462e-02,-1.769533286618e+01,-1.011719731198e+01,-6.280955461520e+00,-3.711846784902e+00,-3.234372329125e+00,-2.811981024221e+00
7.042849236297e-02,-1.779597472652e+01,-1.019719455589e+01,-6.342922262550e+00,-3.756719556207e+00,-3.275371445538e+00,-2.849304997769e+00
7.136195873092e-02,-1.789718674625e+01,-1.027784356548e+01,-6.405510738332e+00,-3.802137001875e+00,-3.316890669767e+00,-2.887123685798e+00
7.230779735662e-02,-1.799897084077e+01,-1.035914964464e+01,-6.468727017323e+00,-3.848104782348e+00,-3.358936358534e+00,-2.925443606892e+00
7.326617222322e-02,-1.810133147160e+01,-1.044111898313e+01,-6.532578259853e+00,-3.894630569406e+00,-3.401515447430e+00,-2.964271426715e+00
7.423724948733e-02,-1.820427112976e+01,-1.052375671449e+01,-6.597070326212e+00,-3.941720728162e+00,-3.444634841555e+00,-3.003613887946e+00
7.522119750781e-02,-1.830779322459e+01,-1.060706873567e+01,-6.662210101257e+00,-3.989382166195e+00,-3.488301464270e+00,-3.043477789739e+00
7.621818687497e-02,-1.841190035206e+01,-1.069106055713e+01,-6.728004068500e+00,-4.037622023259e+00,-3.532521963801e+00,-3.083870055855e+00
7.722839044013e-02,-1.851659633577e+01,-1.077573807067e+01,-6.794459340494e+00,-4.086447182776e+00,-3.577303629622e+00,-3.124797674958e+00
7.825198334562e-02,-1.862188396482e+01,-1.086110697852e+01,-6.861582268889e+00,-4.135865013363e+00,-3.622653513990e+00,-3.166267748154e+00
7.928914305511e-02,-1.872776635334e+01,-1.094717305958e+01,-6.929380060318e+00,-4.185882639913e+00,-3.668578732187e+00,-3.208287483522e+00
8.034004938439e-02,-1.883424660189e+01,-1.103394219734e+01,-6.997859490460e+00,-4.236507125532e+00,-3.715086935631e+00,-3.250864160594e+00
8.140488453255e-02,-1.894132817104e+01,-1.112142043835e+01,-7.067027574191e+00,-4.287746492309e+00,-3.762185424273e+00,-3.294005126029e+00
8.248383311357e-02,-1.904901409632e+01,-1.120961366732e+01,-7.136891469741e+00,-4.339607717305e+00,-3.809881562158e+00,-3.337717917076e+00
8.357708218832e-02,-1.915730710133e+01,-1.129852777265e+01,-7.207458138194e+00,-4.392098550238e+00,-3.858182956367e+00,-3.382010055606e+00
8.468482129698e-02,-1.926621112677e+01,-1.138816905898e+01,-7.278735000539e+00,-4.445227013408e+00,-3.907097427104e+00,-3.426889271100e+00
8.580724249194e-02,-1.937572859645e+01,-1.147854330929e+01,-7.350729278101e+00,-4.499000213035e+00,-3.956632782428e+00,-3.472363292416e+00
8.694454037104e-02,-1.948586338817e+01,-1.156965706372e+01,-7.423448594357e+00,-4.553426763247e+00,-4.006797054714e+00,-3.518440048681e+00
8.809691211138e-02,-1.959661804539e+01,-1.166151606482e+01,-7.496899926873e+00,-4.608514100687e+00,-4.057597881785e+00,-3.565127488396e+00
8.926455750343e-02,-1.970799618640e+01,-1.175412698932e+01,-7.571091210892e+00,-4.664270656230e+00,-4.109043678452e+00,-3.612433770340e+00
9.044767898572e-02,-1.982000128396e+01,-1.184749609059e+01,-7.646029959674e+00,-4.720704743804e+00,-4.161142653128e+00,-3.660367035285e+00
9.164648167991e-02,-1.993263513619e+01,-1.194162911392e+01,-7.721723506410e+00,-4.777823820406e+00,-4.213902831975e+00,-3.708935608189e+00
9.286117342638e-02,-2.004590274712e+01,-1.203653334283e+01,-7.798180301415e+00,-4.835637273694e+00,-4.267333105994e+00,-3.758147895049e+00
9.409196482023e-02,-2.015980587461e+01,-1.213221449048e+01,-7.875407563103e+00,-4.894152947079e+00,-4.321441533601e+00,-3.808012476663e+00
9.533906924782e-02,-2.027434892968e+01,-1.222867946857e+01,-7.953413480798e+00,-4.953379594094e+00,-4.376237088121e+00,-3.858537954487e+00
